task,measure,ce,bacc,auc,logloss,mcc,k,distance,kernel
analcatdata_dmft,auc,0.796645569620253,0.201952075702076,0.606469850662158,1.76699205421535,0.0397278415815328,4.17953169305503,3.88853701669723,rank
analcatdata_dmft,bacc,0.761455696202532,0.23953373015873,0.594331061566639,1.84181177054956,0.0836088243971119,3.79985468706169,2.89782688207924,rank
analcatdata_dmft,ce,0.756455696202532,0.233724053724054,0.585820323017438,1.76319047845737,0.0874489628013508,4.52513321463449,1.24163854401559,rectangular
analcatdata_dmft,logloss,0.804272151898734,0.190267857142857,0.587718860555399,1.7575841805409,0.0292032471828865,4.60566307002037,4.55595775693655,rectangular
analcatdata_dmft,mcc,0.751392405063291,0.246227869352869,0.589992871622679,1.76064387356943,0.0950221254465542,4.34850900046991,2.95863014832139,rectangular
balance-scale,auc,0.0992063492063492,0.651559934318555,0.977155597078308,0.47023831076234,0.825481476422635,4.50114437480539,3.99315817095339,inv
balance-scale,bacc,0.0864055299539171,0.660837438423645,0.957015740898024,0.485680765009549,0.849324410979245,4.43050009795155,1.00314455665648,inv
balance-scale,ce,0.0879928315412186,0.659688013136289,0.956835116924296,0.4876362112031,0.846515828410297,4.42856362591701,1.00152808520943,inv
balance-scale,logloss,0.0992319508448541,0.651600985221675,0.965369741237756,0.377343293761477,0.8260017644821,3.40196623170858,2.43632114958018,rank
balance-scale,mcc,0.0928059395801331,0.6561986863711,0.966840496008153,0.463219540942158,0.837672157681373,4.52815700155361,1.02422697238624,epanechnikov
bank-marketing,auc,0.10159029839715,0.615498189062795,0.907932336274479,0.249819005609871,0.369143263623962,4.61242847989018,1.39920798689127,gaussian
bank-marketing,bacc,0.120369060556853,0.678836683631326,0.678836683631326,4.15740006743861,0.381681372137161,0.288505685870986,1.46191627997905,optimal
bank-marketing,ce,0.0995775133997999,0.639929789593171,0.896616748581295,0.351706517633127,0.402013770011402,3.43924489956131,2.19932187069207,gaussian
bank-marketing,logloss,0.10121428517623,0.619565337459524,0.907231051037406,0.246242327397566,0.375068127784709,4.6140268087644,1.80537049751729,gaussian
bank-marketing,mcc,0.101701015683751,0.660374956998749,0.871793132939548,0.570311453878335,0.41360512726459,2.64315805348318,2.29023931547999,epanechnikov
banknote-authentication,auc,0.00218449169575796,0.998034859876965,1,0.0229984760965401,0.995640601834623,3.9918556670929,1.10554519860695,gaussian
banknote-authentication,bacc,0.00072463768115942,0.999350649350649,0.999276133702363,0.0344375030458678,0.998544072511051,3.08674939983998,3.95690959780167,gaussian
banknote-authentication,ce,0.00072463768115942,0.999350649350649,0.999872258888652,0.0166665476895205,0.998544072511051,3.57316662479625,2.73358394759397,gaussian
banknote-authentication,logloss,0.00072463768115942,0.999350649350649,0.999914839259102,0.00677748163413438,0.998544072511051,3.10842413123511,1.06666139792651,inv
banknote-authentication,mcc,0.00072463768115942,0.999350649350649,0.999829678518203,0.0146375251618832,0.998544072511051,3.32742299113622,4.30671312401692,gaussian
blood-transfusion-service-center,auc,0.225891891891892,0.577949776401789,0.763542024997133,0.473466404706164,0.240387401003916,4.60626507328847,2.35896097961813,cos
blood-transfusion-service-center,bacc,0.203225225225225,0.648469212246302,0.748343079922027,0.56155540296253,0.364846504446016,3.13265298172383,3.70738832838833,rectangular
blood-transfusion-service-center,ce,0.197873873873874,0.651977984176127,0.748933608531132,0.559114720154579,0.377730413113705,3.1304135384207,2.87424493674189,rectangular
blood-transfusion-service-center,logloss,0.215243243243243,0.60983832129343,0.764849214539617,0.468391543209112,0.308937693583832,3.68421511398146,2.02146690990776,rectangular
blood-transfusion-service-center,mcc,0.199225225225225,0.65110079119367,0.74880174291939,0.559277602350355,0.375036106449184,3.12186966676651,2.88267038483173,rectangular
breast-w,auc,0.0414699792960663,0.952606280193237,0.994377133655395,0.106841645929385,0.909908981217014,4.05706726324667,3.06240031868219,inv
breast-w,bacc,0.027184265010352,0.972276570048309,0.991752415458937,0.133701401074647,0.9410020839324,3.73386225263249,2.3974148050199,triweight
breast-w,ce,0.027184265010352,0.972276570048309,0.991659822866345,0.135157790455078,0.9410020839324,3.7400321142341,2.55016328301281,triweight
breast-w,logloss,0.037184265010352,0.960765700483092,0.993221175523349,0.0947640103500228,0.919669968453394,3.06619885680774,3.96332194376737,inv
breast-w,mcc,0.027184265010352,0.971280193236715,0.989354388083736,0.225329164044299,0.940562253976604,2.88606683314185,1.03136393986642,biweight
car,auc,0.0613388896357037,0.726864104794727,0.995438765115798,0.300476052060066,0.863942502671512,4.31571727183729,3.42952696420252,cos
car,bacc,0.0509208226912219,0.782457554407315,0.995488940883678,0.29777384634729,0.887782166644549,3.11452886464836,3.38620525971055,triweight
car,ce,0.0503528700094099,0.767707372372444,0.995213498622589,0.295519815057761,0.889676845354123,2.77393246272531,2.78673817962408,epanechnikov
car,logloss,0.096054577228122,0.733182467452802,0.966946551840605,0.235289401897538,0.796390371062143,2.16348418293138,3.3819453632459,rank
car,mcc,0.0520869740556526,0.762853892518964,0.995249699795154,0.294737410685386,0.885666146233775,4.44175953364254,3.10888541862369,triweight
christine,auc,0.273165383224997,0.726826568265683,0.806593597178284,0.547337631626609,0.460946231912761,4.50888040080185,1.00185767468065,biweight
christine,bacc,0.271873188232807,0.728117397840645,0.806380995175265,0.547821869921554,0.463439575688946,4.55916587212313,1.02052997983992,biweight
christine,ce,0.272242191922843,0.727748394150608,0.806390556894499,0.547835930767169,0.462706209010214,4.57108710071928,1.01871785055846,biweight
christine,logloss,0.276303619782963,0.723689353560202,0.806205031300006,0.546789763615993,0.454340941779028,4.30731370843691,1.00143971759826,biweight
christine,mcc,0.271873188232807,0.728117397840645,0.806397349951359,0.547812015013959,0.463439575688946,4.56423742423203,1.01941143069416,biweight
churn,auc,0.1278,0.552871229109356,0.876560518911158,0.299826137541802,0.283796739253881,4.25660708884956,3.72822186909616,cos
churn,bacc,0.134,0.67211478007744,0.826741602103541,0.952882901488062,0.390340803400501,2.0922597342687,4.46288505848497,triweight
churn,ce,0.1074,0.635066553710511,0.808095986773353,1.04016477522334,0.458026763923128,2.17062479367356,1.07234100345522,inv
churn,logloss,0.127,0.563379023531333,0.876094494652634,0.285335900568377,0.293728185717848,4.60872322661545,3.72279570251703,biweight
churn,mcc,0.1074,0.635066553710511,0.807227969159348,1.0468950706445,0.458026763923128,2.09297790514172,1.07585733290762,inv
climate-model-simulation-crashes,auc,0.0851851851851852,0.5,0.944959183673469,0.226803361844108,0,4.59987364576098,1.5904444064945,inv
climate-model-simulation-crashes,bacc,0.1,0.643295918367347,0.722051020408163,1.46274051229651,0.326572000866171,1.1751708126284,4.88798505160958,biweight
climate-model-simulation-crashes,ce,0.0703703703703704,0.5965,0.828234693877551,0.600481888434478,0.322128115670559,2.05882834828542,1.8870499972254,gaussian
climate-model-simulation-crashes,logloss,0.0851851851851852,0.5,0.928091836734694,0.202643444109445,0,3.65260219066371,1.18430485483259,gaussian
climate-model-simulation-crashes,mcc,0.0777777777777778,0.637438775510204,0.804663265306122,0.75243162811506,0.409618708242031,1.71046037453373,4.37848796602339,optimal
cmc,auc,0.47792333149476,0.504554425474729,0.730841138930769,0.961958392127538,0.263115992169487,4.59953156440613,1.02481841109693,optimal
cmc,bacc,0.475261996690568,0.515163596330579,0.70937532508997,0.984403249802953,0.274711270103569,4.51631095077354,1.91845769621432,rectangular
cmc,ce,0.469792241220813,0.512387823014009,0.718093670879975,1.02488911468156,0.273227593845601,3.21134134702025,1.02816020976752,rank
cmc,logloss,0.47998712998713,0.500992329407889,0.728773491043276,0.961176873625864,0.257595424704309,4.26720417179928,1.01318692043424,optimal
cmc,mcc,0.466363302077588,0.515039030124419,0.712021294623985,0.973105565166571,0.280505593789387,3.67979105048154,1.09101917780936,rectangular
cnae-9,auc,0.10462962962963,0.89537037037037,0.99747299382716,0.715492949948014,0.885249680175839,4.06711450976807,1.52070337720215,cos
cnae-9,bacc,0.0824074074074074,0.917592592592593,0.997183641975309,0.495752329542146,0.908822965695306,4.4830495454325,1.00633990671486,triweight
cnae-9,ce,0.0824074074074074,0.917592592592593,0.997222222222222,0.494473439383022,0.908822965695306,4.47331709658322,1.00043366942555,triweight
cnae-9,logloss,0.0925925925925926,0.907407407407407,0.996566358024691,0.394448473260233,0.897232719241938,3.77752112895435,1.17968176025897,triweight
cnae-9,mcc,0.0824074074074074,0.917592592592593,0.997183641975309,0.48612755792649,0.908831728074703,4.43530201859038,1.00679202098399,triweight
connect-4,auc,0.204967635753443,0.544448673790537,0.893068318169851,0.586882337590158,0.550804065554976,3.53474194544547,1.00185042247176,gaussian
connect-4,bacc,0.229687451656318,0.578900164475604,0.837839694958897,1.31733746716007,0.510188789103283,2.13451750497952,1.20641567930579,biweight
connect-4,ce,0.199905243095591,0.561261145431472,0.888133688338255,0.642651162924707,0.56309544455002,3.1460836133649,1.00221585668623,cos
connect-4,logloss,0.204360702047778,0.545122645136463,0.892355318705336,0.558682277639373,0.552436535822191,4.34848860459807,1.00061466637999,triweight
connect-4,mcc,0.199890441437805,0.561237005631901,0.888155142982931,0.642641049627126,0.563130941365505,3.1478012797414,1.00105065386742,cos
credit-approval,auc,0.144927536231884,0.846169735753777,0.924055403189529,0.364809810122679,0.709648000426085,4.05443445179837,1.10544248111546,inv
credit-approval,bacc,0.131884057971015,0.861616385877846,0.919035305385051,0.359136312659695,0.734389668690969,4.0739297944807,1.42270103562623,cos
credit-approval,ce,0.133333333333333,0.859598842018197,0.921505231233584,0.358438646230728,0.731648173475265,4.24639994195953,1.35480948351324,cos
credit-approval,logloss,0.140579710144928,0.853317008401898,0.922353547226213,0.350509430015055,0.716923948165506,4.61151431694929,1.00048727169633,triweight
credit-approval,mcc,0.133333333333333,0.859949719211179,0.919203923787965,0.358619955941427,0.731675274449704,3.99612319577408,1.3705826010555,cos
credit-g,auc,0.267,0.572142857142857,0.779357142857143,0.548027356073622,0.261297311187797,3.6716494345051,2.23870018776506,gaussian
credit-g,bacc,0.247,0.651190476190476,0.733357142857143,0.913102813038764,0.360252044943479,2.45733022176077,2.31460760626942,optimal
credit-g,ce,0.235,0.653095238095238,0.754261904761905,0.994223805527134,0.382377616624649,2.25675798315069,2.26394475903362,gaussian
credit-g,logloss,0.264,0.580952380952381,0.772857142857143,0.517871950461648,0.278664085124518,3.53331715394581,2.812700022012,gaussian
credit-g,mcc,0.235,0.653095238095238,0.754166666666667,1.02612010908804,0.382377616624649,2.28505045401967,2.25633572693914,gaussian
cylinder-bands,auc,0.151851851851852,0.835524313081729,0.919892937970164,0.386780672034361,0.692416259739745,3.89562396050813,1.78333528712392,triweight
cylinder-bands,bacc,0.157407407407407,0.833541055718475,0.891949529038633,0.529576364019613,0.67986261152181,2.0143629772337,1.66040091216564,optimal
cylinder-bands,ce,0.157407407407407,0.832980045900803,0.903472642802499,0.567977450707003,0.679912746763506,1.95414138094914,1.61939158290625,cos
cylinder-bands,logloss,0.174074074074074,0.813564045964554,0.914574102703047,0.366866358331071,0.645274181884364,3.2820064334444,1.11651630233973,triweight
cylinder-bands,mcc,0.151851851851852,0.837818755578223,0.916803797972715,0.377813442980056,0.691187762346245,3.65146204412768,1.77990308683366,triweight
diabetes,auc,0.243506493506494,0.676980056980057,0.838188034188034,0.491440624966064,0.433799338666701,3.95007321774285,1.03161267098039,rectangular
diabetes,bacc,0.242122351332878,0.711347578347578,0.802561253561254,0.752971704343278,0.449438512662672,3.1322581328605,3.79607344605029,epanechnikov
diabetes,ce,0.238311688311688,0.686233618233618,0.832549857549858,0.494260397011005,0.446857750516301,4.2457975260675,1.42448075301945,rank
diabetes,logloss,0.238345864661654,0.68694301994302,0.834584045584046,0.489344252788967,0.446623661636889,3.88353716118796,1.03025374095887,inv
diabetes,mcc,0.229220779220779,0.694866096866097,0.832638176638177,0.492512575381542,0.472201769285698,3.77218361493454,1.00426900293678,rectangular
dilbert,auc,0.0212,0.97881347549376,0.999516606669902,0.0850105951997022,0.973553072447681,3.2194152120818,1.29362681787461,triweight
dilbert,bacc,0.0201,0.979931236881743,0.999470710681166,0.0737480430347193,0.974918229156095,2.61520146386472,1.19823307916522,triweight
dilbert,ce,0.0201,0.979931236881743,0.999469979021435,0.0737534513194247,0.974918229156095,2.61893758011984,1.19771890901029,triweight
dilbert,logloss,0.0209,0.979108002495544,0.999455715954067,0.0721926453211625,0.973918221490023,2.4436048197517,1.27690586820245,triweight
dilbert,mcc,0.0201,0.97992602732742,0.999487738733432,0.0737534916429304,0.974921599683474,2.73162107346916,1.20199456717819,triweight
dna,auc,0.113925198635674,0.901472717024397,0.991673523356667,0.560783102773783,0.829149461104557,4.6103957214172,1.00444396771491,gaussian
dna,bacc,0.11361270479683,0.903068148648364,0.991447265301987,0.557401785684084,0.829948294291789,4.54110774908722,1.00394375994802,gaussian
dna,ce,0.113925198635674,0.901472717024397,0.991654637356776,0.560874421622587,0.829149461104557,4.61469778577559,1.00670169107616,gaussian
dna,logloss,0.159747441887975,0.868029378850558,0.980145822272024,0.457910262615864,0.764599260618067,4.28144263190541,1.0004209280014,triweight
dna,mcc,0.113924212850693,0.901933260496989,0.991587340208674,0.560024072268652,0.829249792505298,4.58976740798684,1.00479203555733,gaussian
dresses-sales,auc,0.38,0.557471264367816,0.639490968801314,0.658433868267048,0.181305565261742,4.36014702721163,2.5120987650007,rectangular
dresses-sales,bacc,0.382,0.591215106732348,0.58743842364532,0.684582488968327,0.194360593747311,2.62988574156023,4.26057770010084,rectangular
dresses-sales,ce,0.374,0.569211822660099,0.594663382594417,0.66493999827722,0.203456557667242,4.34064094233812,3.20405038259923,rank
dresses-sales,logloss,0.382,0.555090311986864,0.636288998357964,0.657349641771675,0.182480286103764,4.3528341406066,3.14060837216675,rectangular
dresses-sales,mcc,0.376,0.562233169129721,0.629064039408867,0.658221190580952,0.197861620171479,4.27833290026458,2.641950330697,rectangular
electricity,auc,0.142522809914168,0.851572238721041,0.932975119481928,0.366176422199187,0.707260151004105,3.15333219725866,1.00005332753062,triweight
electricity,bacc,0.142015341796622,0.852571836004946,0.93262836669337,0.408896499881302,0.708445140829621,2.84594069483835,1.00028251577169,triweight
electricity,ce,0.141971172211127,0.852514846161053,0.932730248595985,0.399498641549071,0.708502293991219,2.8981174376068,1.00057262647897,triweight
electricity,logloss,0.146760085421154,0.846125367791069,0.929890634349385,0.339357889878115,0.698304570751111,3.88194013143439,1.00101612508297,triweight
electricity,mcc,0.142081547476315,0.852507497566714,0.932594983733184,0.409173421249422,0.708310070949974,2.85293813152458,1.00199688691646,triweight
eucalyptus,auc,0.391355053683821,0.542367632367632,0.906639209275573,1.07028591320682,0.508363810012952,4.58799319601402,1.30735815037042,inv
eucalyptus,bacc,0.381858570899667,0.590467754467754,0.887762553944372,3.02688101494518,0.512369351967645,1.63865434104016,1.11675360612571,cos
eucalyptus,ce,0.376471677156609,0.577122211122211,0.892511286693105,0.989656801099344,0.518416281898418,3.33658274876194,1.41630302369595,triweight
eucalyptus,logloss,0.391466123657904,0.559702297702298,0.89542538101629,0.899757098262864,0.498598834334936,3.67416652643229,1.55462568439543,triweight
eucalyptus,mcc,0.369714920399852,0.584966588966589,0.897804451440815,1.33041062110642,0.527422474895305,2.66030774948063,1.07945576030761,gaussian
fabert,auc,0.358630955891894,0.589090226453488,0.939927182720989,1.19047979886899,0.580656638718487,4.6134856041278,1.00147393159568,optimal
fabert,bacc,0.323179169271786,0.647787087285531,0.936929831843611,1.32319128327058,0.612911121544321,3.03772384713023,1.17454062495381,cos
fabert,ce,0.323057662588918,0.647805358770696,0.936918264243398,1.32623845015993,0.613051664201643,3.02705937431157,1.17571062408388,cos
fabert,logloss,0.330462344725076,0.641829217618737,0.935442626324012,0.918386017909407,0.604221516899623,4.6064586551598,1.06930918805301,triweight
fabert,mcc,0.323057662588918,0.647805358770696,0.936909750510444,1.32638772271056,0.613052577169204,3.02653518181569,1.17718109488487,cos
first-order-theorem-proving,auc,0.388363659702834,0.496232487508846,0.853902474408092,3.07137956654484,0.472286013092099,2.71925749375445,1.00825791060925,inv
first-order-theorem-proving,bacc,0.385583742498636,0.509546889985752,0.842278532125656,5.58613307955692,0.480924173259858,1.81984692317824,1.05899467412382,inv
first-order-theorem-proving,ce,0.385585881925056,0.49745389613411,0.853229329181213,2.71163961239491,0.475087277327448,2.94033696538632,1.05149500165135,inv
first-order-theorem-proving,logloss,0.442138410192228,0.404961096964059,0.838196847439738,1.25003167520829,0.380694841628389,4.61330508545724,1.06943522859365,gaussian
first-order-theorem-proving,mcc,0.385911074740862,0.509007904449994,0.842264287174226,5.59128451613148,0.480462052762059,1.93838482798113,1.05578234605491,inv
har,auc,0.0105838451885609,0.989847832924685,0.999772756811279,0.0604342113004533,0.987300474068176,4.02997249350449,1.00302902515978,triweight
har,bacc,0.0104866634587261,0.989935092959589,0.99976893068456,0.0620129624077618,0.987417797891761,4.08143770176811,1.00727161299437,triweight
har,ce,0.0105837508373668,0.989841460000788,0.999771582487188,0.0629205526805758,0.987302538814024,4.11258930186292,1.00332041364163,triweight
har,logloss,0.0123316067064829,0.988286878677184,0.999673002066033,0.0401341362419931,0.985177184890878,2.57973730436486,1.00145752634853,triweight
har,mcc,0.0104866634587261,0.989928720035692,0.99977141928348,0.0638644107786996,0.987421009608503,4.15002444981875,1.00235764309764,triweight
higgs,auc,0.321019887812341,0.67134274267067,0.749399546170166,0.603991353496789,0.357138528840055,4.60553073056617,1.00055191852152,gaussian
higgs,bacc,0.321550229474758,0.671782697357478,0.745103825961928,0.600791943135141,0.354539408910997,4.38824041778052,1.00229180417955,cos
higgs,ce,0.321142274349822,0.671205924792913,0.749314173125451,0.604045484118994,0.356907809340485,4.60752684395105,1.00327021628618,gaussian
higgs,logloss,0.323110657827639,0.670417724362818,0.74317925020786,0.600688295278883,0.351065168832529,4.2261529392444,1.00489023979753,cos
higgs,mcc,0.321091279959205,0.671276375913087,0.749163533671199,0.603976944375294,0.356983510231325,4.58752426611194,1.00571646913886,gaussian
ilpd,auc,0.272647574517826,0.531422294527567,0.75168387476942,0.517723791868077,0.1471352924119,4.36929435491401,1.26071229204535,inv
ilpd,bacc,0.310140268848627,0.64303456138553,0.675078461262554,4.77961676109429,0.275659566676269,0.83719508305855,1.10772860702127,rectangular
ilpd,ce,0.258912916423144,0.555503176880508,0.720367262758762,0.514342638999151,0.247439554814356,4.07002110041656,4.16376926284283,inv
ilpd,logloss,0.267416715371128,0.546049395367903,0.744668263646922,0.511704059724042,0.191314725584776,4.15519700775227,1.6170668983832,inv
ilpd,mcc,0.310286382232613,0.632433644189383,0.671071172371388,3.35424948815346,0.260252961645017,1.33050244520102,3.20854621796558,epanechnikov
jannis,auc,0.337764149502916,0.48949788620846,0.816559086273127,0.828825069005833,0.46521041043792,4.60090314031351,1.00098532252014,cos
jannis,bacc,0.337764133814517,0.49012155937222,0.815463446039409,0.850479885730614,0.465349464181923,4.3297031910556,1.00147886015475,cos
jannis,ce,0.337465555049438,0.489828767889753,0.816219356288906,0.829485498548779,0.465634940975438,4.59589244593591,1.00429108645767,optimal
jannis,logloss,0.337991075069248,0.48927002752582,0.816475074812919,0.828376394647238,0.464814006427233,4.60525754988559,1.00571798160672,epanechnikov
jannis,mcc,0.337477538134149,0.489858563283949,0.816404197129618,0.830838100762642,0.465684843067288,4.54495546292235,1.0011237366125,cos
jasmine,auc,0.208464456465624,0.791525727069351,0.858819572691921,0.447158237353236,0.615828374801392,4.3149629931469,1.01156634651124,gaussian
jasmine,bacc,0.205444322237436,0.794543624161074,0.852164407008693,0.464439877676244,0.611631588190627,3.79580955631669,1.18902751617134,biweight
jasmine,ce,0.205779892707234,0.794208053691275,0.852806450159903,0.463207147702911,0.611277666332056,3.83025789587889,1.16827454604208,biweight
jasmine,logloss,0.216838005880901,0.783152125279642,0.84853493085897,0.438532319832495,0.587111094566205,4.61239890958318,2.05128323379904,optimal
jasmine,mcc,0.206455522883886,0.793532438478747,0.856481194540787,0.447073790623311,0.615142915083717,4.4633251019102,1.1615103892982,biweight
