task,measure,ce,bacc,auc,logloss,mcc,learning_rate,feature_fraction,min_data_in_leaf,num_leaves,num_iterations
Bioresponse,bacc,0.174617730496454,0.822866887015643,0.883441298972071,0.46306862343301,0.647941364395077,-2.48226320984655,0.130506238341331,27,70,127
Bioresponse,ce,0.174085815602837,0.823355112666488,0.880511636038275,0.438149656548166,0.648909886008557,-2.79009481815484,0.17551988621708,39,80,112
Bioresponse,logloss,0.186617730496454,0.810795550581408,0.88737728513607,0.420733115235895,0.623712106817477,-5.45818962547279,0.255200649960898,8,92,981
Bioresponse,mcc,0.176487234042553,0.821004250192599,0.884030681120725,0.447708104140337,0.644262237069617,-3.96998717590655,0.281391183612868,5,130,149
Fashion-MNIST,bacc,0.0837857142857143,0.916214285714286,0.995778979591837,0.27571705699857,0.906958147911891,-2.55620825342383,0.574664235184901,146,40,519
Fashion-MNIST,ce,0.0835142857142857,0.916485714285714,0.995764553287982,0.292240985078477,0.907261724332816,-2.66466624594673,0.582541731768288,137,44,585
Fashion-MNIST,mcc,0.0835285714285714,0.916471428571429,0.995843682539683,0.269542582500306,0.907251494525695,-3.22031774571836,0.628069315827452,183,42,886
GesturePhaseSegmentationProcessed,auc,0.27458652769403,0.666744418424638,0.936403018386565,0.771126996994156,0.638506202610167,-4.83564250247593,0.872180995927192,21,200,1258
GesturePhaseSegmentationProcessed,bacc,0.270940444400691,0.678557040843613,0.933324244925594,0.820788894817908,0.643593299644308,-2.5271648102558,0.860178841697052,35,185,383
GesturePhaseSegmentationProcessed,ce,0.265875818843344,0.67880237160896,0.933004949809344,0.873481795140052,0.650137100119033,-2.6444353289101,0.854653836879879,39,125,287
GesturePhaseSegmentationProcessed,logloss,0.281981241975643,0.658271238505761,0.935807707283579,0.75402058271309,0.62880371579368,-6.24031318835827,0.909826113772579,15,213,4620
GesturePhaseSegmentationProcessed,mcc,0.266888887521586,0.674060488853033,0.933501681652401,0.857837929754025,0.648662758232064,-3.40983962765018,0.9897524865577,20,157,411
Internet-Advertisements,auc,0.0216547326023719,0.926247301880974,0.991436855449344,0.0800999894167941,0.907432866404973,-2.70006209476437,0.149150997400284,2,153,142
Internet-Advertisements,bacc,0.0164680763780115,0.956695960530373,0.97957001404735,0.0861162606655578,0.93076249754269,-1.13052486839516,0.252427015756257,5,116,87
Internet-Advertisements,ce,0.0158592526292235,0.950634700380306,0.984055058759037,0.0875827268351368,0.932787421189682,-0.542009442889527,0.287518749409355,2,14,70
Internet-Advertisements,logloss,0.0201294100096964,0.939941412272587,0.988530595813204,0.068506586042406,0.91464230153591,-5.15212478834412,0.264261841424741,4,219,1393
Internet-Advertisements,mcc,0.015552509882897,0.954474766163018,0.983073971288587,0.0859460310460418,0.934450204756907,-1.62055531671608,0.397109812637791,3,153,50
KDDCup09_appetency,auc,0.0178,0.5,0.836303848960943,0.0805071127406697,0,-4.67581050264588,0.744214922352694,180,216,73
KDDCup09_appetency,bacc,0.05766,0.643538925457412,0.763530277135254,0.106292402164049,0.17159393091409,-0.0523525437285918,0.993973017670214,185,112,1
KDDCup09_appetency,ce,0.01748,0.513953312787848,0.786825379393657,0.0844221000122189,0.115658827737685,-1.45629190425298,0.990796433738433,177,170,50
KDDCup09_appetency,logloss,0.01782,0.49998981877418,0.82970263956859,0.0754691179363007,-0.000190400668067672,-5.76620998018236,0.789955906523392,192,237,854
KDDCup09_appetency,mcc,0.01832,0.52786773100515,0.762507006742489,0.0900727673854517,0.156232423884436,-0.934235755290212,0.648193674208596,190,173,128
MiceProtein,auc,0.0268518518518519,0.97263653013653,1,0.221959700364443,0.969642298328698,-2.7609496984648,0.938501146028411,34,121,131
MiceProtein,bacc,0.000925925925925926,0.999166666666667,1,0.0658445285306085,0.998950362958603,-1.42456051643516,0.256835851981305,38,44,52
MiceProtein,ce,0.00185185185185185,0.998273809523809,0.999962061747776,0.134459387759164,0.997900829349274,-1.86223864941136,0.745018460205756,26,58,25
MiceProtein,logloss,0.00277777777777778,0.9975,1,0.0109278071739989,0.996907220698689,-3.03149330630664,0.295200230786577,52,182,1267
MiceProtein,mcc,0.000925925925925926,0.999166666666667,0.99996336996337,0.276139763258415,0.998950466390671,-2.49463144443922,0.590233492502011,3,163,33
PhishingWebsites,auc,0.0248755860669487,0.974181201788457,0.997641056429373,0.061347609540241,0.949658087589233,-1.33252216128784,0.905358449788764,29,248,200
PhishingWebsites,bacc,0.0211673880847373,0.978115016053896,0.996629741449642,0.0760943784765585,0.957150503090634,-0.425169318461946,0.643671369645745,45,244,120
PhishingWebsites,ce,0.0211669789629581,0.977844340156043,0.99697373301301,0.0682572124745983,0.957191646284361,-1.28695574508506,0.900484985811636,4,105,198
PhishingWebsites,logloss,0.0254177542487297,0.973632177463915,0.997659838200279,0.0593451631830497,0.948544547069455,-3.38670740396304,0.714476936357096,5,251,552
PhishingWebsites,mcc,0.021076235752334,0.978092770231486,0.996894858554004,0.0712254801367053,0.957398152727552,-0.929952140795679,0.918149682041258,20,50,179
adult,auc,0.12411459472872,0.802527615003338,0.931908271153075,0.270106216365961,0.643537375020471,-2.82530481236131,0.509945890074596,2,36,262
adult,bacc,0.124196444513742,0.805963391735407,0.928051222759711,0.277511980971894,0.645006334345736,-0.875551302560111,0.4450833668001,36,13,66
adult,ce,0.122804151504254,0.80212814992112,0.930299828834722,0.27484752487734,0.64636068070808,-1.88719817726185,0.339067695103586,11,49,85
adult,logloss,0.124769745087043,0.80071903648728,0.931917879458771,0.269831960602208,0.641192305249462,-4.45416018753946,0.213902987469919,10,28,2267
adult,mcc,0.123049931386677,0.805368514287774,0.929682612879088,0.274319377671412,0.647260359256021,-1.16503641165416,0.483840818307363,122,12,121
analcatdata_authorship,auc,0.199957983193277,0.616612259127789,1,0.835853647973798,0.719405970616695,-3.65029562413927,0.449377976387993,94,170,49
analcatdata_authorship,bacc,0,1,1,0.0694154446341721,1,-0.611636787957762,0.866374592311426,68,157,12
analcatdata_authorship,ce,0,1,1,0.214520172371646,1,-1.71914375018525,0.283859743154608,7,59,16
analcatdata_authorship,logloss,0.00117647058823529,0.999166666666667,1,0.00501340286389514,0.998310896633863,-1.32719605002175,0.751019017118961,1,108,89
analcatdata_authorship,mcc,0,1,1,0.0633945203403735,1,-0.614399600834432,0.923842751979828,22,35,25
analcatdata_dmft,auc,0.738971518987342,0.260921855921856,0.656351863592248,1.738979322339,0.113420451953563,-0.0646532072543515,0.631201350782067,106,241,84
analcatdata_dmft,bacc,0.67125,0.327114621489621,0.640499773019004,1.79042613319534,0.195088990424411,-0.00613407710389978,0.42147342080716,71,96,79
analcatdata_dmft,ce,0.681344936708861,0.317984584859585,0.637993157305657,1.76635791241809,0.183964004713731,-0.517970982358953,0.991630300460383,85,151,61
analcatdata_dmft,logloss,0.747658227848101,0.248143315018315,0.636729012084781,1.72911692921079,0.0986558601098061,-0.47055799893928,0.777902848366648,30,239,36
analcatdata_dmft,mcc,0.671313291139241,0.331187423687424,0.625385548746126,1.8666731164109,0.194631268190285,-0.251030928457394,0.912794554512948,59,190,90
balance-scale,auc,0.0527649769585253,0.775,1,0.19764525129518,0.908658382358368,-0.141079680171756,0.213569007604383,42,165,109
balance-scale,bacc,0.00158730158730159,0.998850574712644,1,0.114195049328436,0.997291580859853,-0.0411568656960326,0.10074013043195,39,95,191
balance-scale,ce,0.00161290322580645,0.998850574712644,0.999310344827586,0.120758308683764,0.997253767798256,-0.0290180443084204,0.28007397109177,23,93,178
balance-scale,logloss,0.0160266257040451,0.988423645320197,0.999761904761905,0.0305563280139938,0.973079951616834,-0.0234142118239086,0.135404758551158,40,44,1997
balance-scale,mcc,0,1,1,0.113337468093337,1,-0.0782488636108912,0.202670000889339,46,44,229
bank-marketing,auc,0.0890049003221587,0.734075862875034,0.939851080171622,0.190482230125106,0.526696379976731,-4.3074618524484,0.60593383021187,19,38,1057
bank-marketing,bacc,0.108314405984515,0.806712387818002,0.90898660344947,0.292519570419341,0.54615861474212,-0.0218531051436077,0.933325281599537,57,227,1
bank-marketing,ce,0.086970001216007,0.735390451233509,0.935615048389247,0.196634963254734,0.534824857686864,-1.71874156779974,0.60683033594396,94,10,150
bank-marketing,logloss,0.0895136471100856,0.740019260301441,0.939764665416566,0.189970241005465,0.529794446849606,-4.81813815108806,0.873043054761365,2,62,1085
bank-marketing,mcc,0.0871027445658528,0.747455411106382,0.937518428227498,0.193995022983444,0.543933425725385,-1.53405028937947,0.901595733617432,67,27,116
banknote-authentication,auc,0.0101978207976304,0.990014763062649,1,0.0663909035811946,0.979600727873671,-2.41068840458616,0.499177754357119,75,203,97
banknote-authentication,bacc,0,1,1,0.044360169828742,1,-0.0831783585484918,0.944594902784479,157,119,23
banknote-authentication,ce,0,1,1,0.0345867976256963,1,-0.311933633601088,0.628657770266418,48,177,22
banknote-authentication,logloss,0,1,1,0.000188014118661437,1,-0.0961319799959886,0.121677641756833,89,120,831
banknote-authentication,mcc,0,1,1,0.0805708545174874,1,-0.71267220971927,0.796140150618062,47,150,8
blood-transfusion-service-center,auc,0.225873873873874,0.548787409700722,0.783840729274166,0.486137756762677,0.134147594639043,-2.73558449076232,0.982011876720935,2,218,49
blood-transfusion-service-center,bacc,0.216558558558559,0.737934296525628,0.743882582272675,0.554818666944284,0.450051086268163,-0.351350320263812,0.509959484054707,22,180,68
blood-transfusion-service-center,ce,0.16845045045045,0.709451324389405,0.720258571264763,0.522178363224711,0.491264316999941,-0.557822232157609,0.980566714447923,26,162,56
blood-transfusion-service-center,logloss,0.196558558558559,0.629557963536292,0.772752551312923,0.453438862879604,0.342732838002461,-1.46043300560472,0.895633330289275,12,120,63
blood-transfusion-service-center,mcc,0.16572972972973,0.713759889920881,0.738370026373122,0.527744615907754,0.500776474500391,-0.0566296492828495,0.570775676891208,31,58,68
breast-w,auc,0.027184265010352,0.971471014492754,0.998015056360708,0.0845369542089406,0.940710627590778,-0.816309351938331,0.893921227240935,30,135,73
breast-w,bacc,0.0157349896480331,0.986974637681159,0.992865297906602,0.12102805838492,0.96645102619813,-1.52221854297084,0.233209549542516,43,64,61
breast-w,ce,0.0114492753623188,0.989239130434783,0.993457367149758,0.0934709902075079,0.975368388430053,-0.662658146580153,0.590588368452154,54,205,57
breast-w,logloss,0.0200207039337474,0.97687077294686,0.997792632850242,0.0468466988234789,0.95669565791655,-0.0213053907665547,0.914458149811253,28,226,67
breast-w,mcc,0.0128778467908903,0.988152173913043,0.992289331723027,0.0874609594466863,0.972327907401682,-0.194950162812675,0.485500289290212,83,243,25
car,auc,0.0104113456109692,0.970955878252529,1,0.091586993609596,0.977568445990473,-0.918559287067051,0.996951106609777,155,83,68
car,bacc,0,1,1,0.0515729027492639,1,-0.269817204937044,0.854086603946053,119,166,60
car,ce,0,1,1,0.0453670849622878,1,-0.0477500667524131,0.622479222808033,110,183,73
car,logloss,0.00115606936416185,0.99913549369291,1,0.00903699561744691,0.997494882680956,-1.16139498525839,0.99089918078389,110,51,945
car,mcc,0,1,1,0.0361987326011605,1,-0.0584244280448697,0.730997160403058,68,157,48
christine,auc,0.244744596244484,0.755256935902692,0.830315793932847,0.521665662728872,0.511125676644754,-3.34503444058082,0.845174455922097,4,55,306
christine,bacc,0.238469487282673,0.761530681973486,0.822284983612444,0.520346725287742,0.523378780828735,-2.80762214302996,0.116477225301787,168,76,151
christine,ce,0.23736111205844,0.762639059723931,0.822496450917769,0.546413931768175,0.525717429335121,-2.71536331059855,0.441222726320848,30,35,170
christine,logloss,0.248622204336646,0.751381713817138,0.82956968733279,0.509987670339737,0.503356627085599,-3.72531205794842,0.993100326182321,2,62,267
christine,mcc,0.237177974367544,0.762824244909116,0.822049914595087,0.528450416596044,0.526217989918446,-2.59175780619385,0.646176445577294,63,75,99
churn,auc,0.0438,0.872207881647777,0.936285824722281,0.161244497017208,0.810231955360366,-1.1971384681002,0.762936409562826,35,17,49
churn,bacc,0.0334,0.898358212373935,0.918722840866961,0.161021710970825,0.857016367309631,-2.01753512090568,0.995772156305611,39,23,102
churn,ce,0.0338,0.891011562953915,0.920281807721703,0.158663504041876,0.854922960959175,-2.43840938155457,0.928544227057137,23,63,81
churn,logloss,0.0392,0.883723241492649,0.927024281974168,0.140966539481164,0.830788334451972,-4.20633614334971,0.811834694677964,9,26,549
churn,mcc,0.0336,0.895242381812968,0.923764057811388,0.149879177807872,0.855799126639878,-1.77970401935089,0.746180811827071,12,54,32
climate-model-simulation-crashes,auc,0.0851851851851852,0.5,0.985102040816327,0.249822634869702,0,-3.5061011029084,0.25769993190188,13,248,27
climate-model-simulation-crashes,bacc,0.0185185185185185,0.937418367346939,0.96569387755102,0.0881809867474194,0.883030484608532,-0.0804396744773269,0.861659710668027,57,77,50
climate-model-simulation-crashes,ce,0.0185185185185185,0.8925,0.95659693877551,0.114652792823346,0.871407572293712,-0.501967470043279,0.992750202142633,72,46,32
climate-model-simulation-crashes,logloss,0.0296296296296296,0.860918367346939,0.960561224489796,0.0901667664945361,0.794099825347486,-0.219724305686428,0.854137451085262,68,199,36
climate-model-simulation-crashes,mcc,0.0203703703703704,0.903,0.939234693877551,0.131022341633744,0.864775710983172,-0.172590598747166,0.875685235788114,66,62,25
cmc,auc,0.422237543666115,0.549779535595475,0.774054465307209,0.905093742048836,0.343543919033919,-0.324982333007928,0.97788627569098,7,44,50
cmc,bacc,0.399839124839125,0.58368752092661,0.757052894599403,0.909956626000583,0.381989369835563,-1.58028461903306,0.475264640431851,1,234,106
cmc,ce,0.392379113807685,0.574810741651349,0.733517129213729,0.946190759421274,0.38347825171952,-0.0401220825092508,0.978826423059218,183,170,70
cmc,logloss,0.433815958815959,0.535745221466284,0.770470462511985,0.886211372691413,0.322846631288087,-1.09607048382864,0.975144446198829,12,37,75
cmc,mcc,0.394429123000552,0.581426909937346,0.760321855594766,0.913793739003971,0.39272214735383,-1.24031135862747,0.482582386187278,4,11,96
cnae-9,auc,0.0472222222222222,0.952777777777778,0.999614197530864,1.91929229688273,0.947566337581431,-6.49580997198788,0.160029102792032,1,230,81
cnae-9,bacc,0.0287037037037037,0.971296296296296,0.999093364197531,1.64603589341556,0.967967413484574,-5.59792349257783,0.265790751483291,1,208,59
cnae-9,ce,0.0277777777777778,0.972222222222222,0.999074074074074,1.64300960136925,0.968973165153439,-5.378829513504,0.189202476246282,1,177,54
cnae-9,logloss,0.0416666666666667,0.958333333333333,0.998939043209876,0.136017340635148,0.953555639550882,-3.82350934704965,0.257968580909073,1,53,504
cnae-9,mcc,0.0287037037037037,0.971296296296296,0.99891975308642,0.847314878844799,0.968112638777987,-3.60058666359054,0.145805020444095,1,169,62
connect-4,auc,0.123347742763622,0.732343091484281,0.9471384810544,0.309419791684654,0.74488689445657,-2.30723449910258,0.897143547446467,7,135,803
connect-4,bacc,0.126471032794163,0.744692119705317,0.939859072129442,0.376456983400162,0.740924962902323,-0.577215988821238,0.989020823314786,117,235,207
connect-4,ce,0.121689886972744,0.736483394088701,0.94535380544947,0.316340726178108,0.748560697569547,-1.74560651996357,0.900510386540555,12,162,334
connect-4,logloss,0.124176646555695,0.733090139513924,0.947150071466625,0.307800546798303,0.743592583017876,-3.0540665411736,0.937442937633023,11,115,3197
connect-4,mcc,0.121837892594526,0.740245894201681,0.945205475118471,0.315845317826404,0.748829539646683,-1.32579081694059,0.961033430485986,30,243,275
credit-approval,auc,0.121739130434783,0.875411170606417,0.956363966160231,0.288586631431503,0.756516748841271,-1.07495587400981,0.78672046654392,38,217,73
credit-approval,bacc,0.0826086956521739,0.917148578642636,0.944675968249822,0.333351439377762,0.83525165017664,-0.651808286759166,0.920216619968414,60,101,34
credit-approval,ce,0.0797101449275362,0.919375516956162,0.941265291019111,0.335653799313737,0.839892124763657,-0.523183995359616,0.857466771733016,64,91,44
credit-approval,logloss,0.117391304347826,0.8810528492447,0.952654143630375,0.265627263041951,0.763702799732521,-0.135044287416117,0.484858845919371,81,141,53
credit-approval,mcc,0.0840579710144928,0.914941447912585,0.935257933916678,0.339491251892467,0.832583246420652,-1.86865207054583,0.722663036803715,13,97,84
credit-g,auc,0.21,0.708095238095238,0.819,0.480776972096472,0.452584109422198,-1.40288093960713,0.715141173056327,14,75,75
credit-g,bacc,0.187,0.762619047619048,0.790476190476191,0.528883479567747,0.544060824970549,-0.747502618928075,0.542385365557857,17,47,115
credit-g,ce,0.191,0.734047619047619,0.80252380952381,0.485305182622763,0.518843002197095,-0.136178641144906,0.619023757660762,117,223,70
credit-g,logloss,0.216,0.711428571428571,0.815952380952381,0.468457452671816,0.461773864391537,-1.21762571868839,0.403172054700553,23,30,75
credit-g,mcc,0.19,0.756666666666667,0.799142857142857,0.529363884296103,0.535008078464779,-0.262921763563027,0.638258721726015,16,246,54
cylinder-bands,auc,0.331481481481482,0.608829529516767,0.942113787772536,0.58370832285214,0.289964213508906,-5.82250361406831,0.219771198742092,1,244,144
cylinder-bands,bacc,0.111111111111111,0.880545350949892,0.898058778528624,0.3858140505704,0.775423225522189,-0.385945627327723,0.461265997751616,91,180,113
cylinder-bands,ce,0.112962962962963,0.876484803327808,0.914034608886906,0.371857856897381,0.771515194706576,-0.782869684944831,0.232977561512962,50,235,99
cylinder-bands,logloss,0.161111111111111,0.827623557631009,0.927349627055973,0.326958328417103,0.667567854263567,-2.22301852790464,0.11191420564428,21,237,270
cylinder-bands,mcc,0.114814814814815,0.877716793637639,0.90061738971057,0.432430714592895,0.769702294735281,-0.596654762840515,0.979630519566126,70,205,86
diabetes,auc,0.238397129186603,0.699150997150997,0.8617849002849,0.468099507360225,0.446791141088966,-2.42180256429805,0.650030523026362,3,36,119
diabetes,bacc,0.185013670539986,0.799005698005698,0.831088319088319,0.541792564206547,0.598706624084715,-0.586454227310042,0.712274427642115,8,43,49
diabetes,ce,0.182347915242652,0.778358974358974,0.824323361823362,0.494679145947935,0.591793892715026,-0.612014654029061,0.727589736972004,68,166,22
diabetes,logloss,0.226589200273411,0.734065527065527,0.857213675213675,0.447035766804413,0.48861453366869,-1.42341428031182,0.917601676564664,21,182,46
diabetes,mcc,0.17447026657553,0.796925925925926,0.846740740740741,0.479690628639113,0.614963476207977,-1.16409528676218,0.876095406734385,20,49,61
dilbert,auc,0.0083,0.991733777993785,0.9999601675384,0.0298469375156884,0.989649461242969,-3.51926299074696,0.493870826181956,81,11,936
dilbert,bacc,0.0057,0.994341467619925,0.999935275620823,0.0256014823721448,0.99289177555747,-2.31826589675794,0.866114065027796,151,250,239
dilbert,ce,0.0059,0.99412505221045,0.999939478863656,0.0260814165446277,0.992642912036277,-2.08644686385404,0.58987913581077,193,213,182
dilbert,logloss,0.0059,0.994144637699866,0.999966242436471,0.0173229095620056,0.992640471662333,-4.80622295450025,0.204877867526375,100,29,4670
dilbert,mcc,0.0062,0.993840873222899,0.999948216865639,0.0344292706525424,0.992265578932173,-2.78406810720291,0.215093182725832,77,22,274
dna,auc,0.0342126535360107,0.964234934726374,0.996829441522945,0.142653505249763,0.944720845393212,-2.6183387645836,0.160318319929679,33,75,197
dna,bacc,0.025735888488003,0.973646186477512,0.996200970538464,0.13723730562572,0.958430717731994,-2.61018673911821,0.345745472493581,38,25,90
dna,ce,0.0251109008103153,0.971483720253536,0.996240849809478,0.178972155313202,0.959262299462167,-2.92947418846128,0.28200810761191,18,161,117
dna,logloss,0.0307574771790777,0.96760586204467,0.996529079986491,0.10139734491282,0.950218958534851,-3.55368539674677,0.347227640450001,8,129,340
dna,mcc,0.0254243804341397,0.973139305913561,0.996188812975907,0.126956959678138,0.958872477741072,-1.65102411326249,0.29321162593551,74,251,63
dresses-sales,auc,0.336,0.632840722495895,0.716174055829228,0.624906823315244,0.300716115399204,-0.158809481822051,0.450989829935134,124,162,12
dresses-sales,bacc,0.288,0.691954022988506,0.647454844006568,0.702879341808622,0.406805268094643,-0.139214866370376,0.707995049073361,49,136,75
dresses-sales,ce,0.284,0.688834154351396,0.676518883415435,0.641119336517364,0.411280756222563,-0.257046106023925,0.950308795226738,68,89,53
dresses-sales,logloss,0.336,0.629556650246305,0.688998357963875,0.615916801255575,0.284493306274843,-0.139262690274276,0.740001967432909,51,126,30
dresses-sales,mcc,0.288,0.688013136288998,0.622906403940887,0.677464342732924,0.411403812044889,-0.154171566746039,0.848459966247901,54,72,61
electricity,auc,0.0493466748532177,0.948958132038523,0.989308716487954,0.130351384996554,0.898959068428349,-4.50039036285829,0.947744342312217,2,181,4235
electricity,bacc,0.0490819251822738,0.949494892636086,0.988699775441695,0.133487550247564,0.899528557814984,-2.51791509306506,0.941554966056719,18,231,454
electricity,ce,0.0491040099750215,0.949250835402341,0.988446026407013,0.138049647502113,0.899453698574909,-2.02171088353044,0.972932559601031,11,198,365
electricity,logloss,0.0503398379662862,0.948067970039401,0.988965515424493,0.131435935793207,0.896931965879478,-5.08649336794408,0.971094608982094,12,253,4352
electricity,mcc,0.0495894955667761,0.94873344063928,0.988327987115169,0.137576957399901,0.898466093892301,-2.29264374206072,0.914993381267413,2,217,418
eucalyptus,auc,0.311347649018882,0.655197025197025,0.9379400633037,0.752966862712676,0.603357252218308,-1.87652818582131,0.912461530603468,32,58,95
eucalyptus,bacc,0.251480932987782,0.729630591630592,0.928077901896084,0.777014821402509,0.679871753608314,-1.00744956196807,0.949851151485927,24,243,93
eucalyptus,ce,0.250148093298778,0.721017871017871,0.926516221152585,0.758438716401448,0.681702354578464,-1.44542963450287,0.984144802647643,20,84,72
eucalyptus,logloss,0.299037393557942,0.665268287268287,0.931098083734447,0.689114831792111,0.617754200507488,-2.75937725849963,0.815019613364711,4,38,120
eucalyptus,mcc,0.250055534987042,0.726534354534355,0.926591216863944,0.772922532885171,0.682789010177925,-0.616001752277724,0.917884119460359,35,188,60
fabert,auc,0.278384639431868,0.685433120389367,0.958682395246182,1.03693632537931,0.668793258805522,-5.21411269311849,0.765484298369847,4,245,178
fabert,bacc,0.262599830126579,0.716314863114884,0.949877859476736,0.837161827597718,0.685527214112608,-2.41071591704637,0.532951638521627,1,86,131
fabert,ce,0.259199117601954,0.713958926161425,0.951703144458252,0.770806416868527,0.689679864829661,-3.26247896164642,0.457399240788072,1,97,160
fabert,logloss,0.270489654236808,0.704816618818655,0.95502003344465,0.736252296217865,0.676037725425262,-6.02228866821926,0.670365201379173,3,187,1840
fabert,mcc,0.260049369462893,0.714238658682572,0.952820131995713,0.813992469331817,0.688800047388792,-2.99545130483927,0.474487606156617,1,73,114
first-order-theorem-proving,auc,0.367767401559642,0.50757948871921,0.869502754988635,1.05250944469824,0.49685666971303,-4.3660427427438,0.434974538860843,19,131,350
first-order-theorem-proving,bacc,0.358123402115893,0.536414221529152,0.861863071643119,1.18562996301056,0.516271790245154,-0.502555675915358,0.663960339175537,35,106,209
first-order-theorem-proving,ce,0.353872629248099,0.531721177249963,0.866092956791766,1.10053837802618,0.519398790557085,-3.16585874518796,0.927590330224484,27,58,181
first-order-theorem-proving,logloss,0.368423135757304,0.509448809660446,0.86850977958141,1.0352420084032,0.497258279898973,-5.19235795226406,0.739778297604062,1,244,1165
first-order-theorem-proving,mcc,0.354363360183135,0.53359886700249,0.864701623480019,1.18491383456311,0.519940431885993,-2.90537401442754,0.759730253857561,54,97,225
guillermo,auc,0.1464,0.833709364870746,0.920749947743724,0.357103468956015,0.693454583776827,-3.92549408025599,0.482622534455732,30,161,742
guillermo,bacc,0.1445,0.836705123859979,0.916913574619442,0.394751427600611,0.697190969683044,-2.79138186258363,0.434010981675237,71,119,414
guillermo,ce,0.1442,0.835604505132763,0.917452620977388,0.378335002658449,0.698348353514726,-3.32508725833507,0.987368995160796,34,196,350
guillermo,logloss,0.14715,0.832210050067732,0.91991925778472,0.347721778430469,0.692132460818021,-5.09007828219889,0.597714340663515,24,166,2036
guillermo,mcc,0.1431,0.836333047579704,0.918098616036147,0.374421481805006,0.701010427386597,-3.34300955702879,0.78288931841962,4,248,282
har,auc,0.00553445233849434,0.994765897797343,0.999963128345164,0.0153394916787218,0.993352047455977,-2.34636801881685,0.498801689222455,82,112,301
har,bacc,0.00427231641616425,0.995934738268253,0.999944910870487,0.0183214816172138,0.9948713713177,-2.4563671344315,0.973564221290872,133,114,172
har,ce,0.00407804730768868,0.99613649903678,0.999944419349459,0.0160146258668615,0.99510035934232,-1.87257229413755,0.630581528111361,82,248,117
har,logloss,0.00407814165888269,0.996122004185856,0.999969006174131,0.0115581523072388,0.995100466944828,-3.47346857185077,0.925969947199337,196,138,1283
har,mcc,0.00407804730768868,0.996134819770077,0.999953867448302,0.015430630831401,0.995098244540138,-2.37944462622499,0.517605299805291,31,11,213
higgs,auc,0.264844467108618,0.73385023135624,0.816786016241555,0.519327532632716,0.46817940427893,-5.07590658382382,0.899417844857089,35,194,3115
higgs,bacc,0.264242733299337,0.734632287686868,0.813820591002643,0.523336951729164,0.469540678860454,-3.94730384232288,0.716167376376689,3,235,522
higgs,ce,0.26416114227435,0.734616994061717,0.814337403839989,0.522578964680032,0.469617607243941,-3.35795346951611,0.78761959518306,77,239,369
higgs,logloss,0.264507904130546,0.734209594721687,0.817044315704443,0.518848855240167,0.468871453514358,-5.44786114511705,0.870197104848921,46,239,3950
higgs,mcc,0.263895971443141,0.734905270254326,0.813905279252231,0.523078788428898,0.470176858749062,-3.6059436726208,0.736715657054447,79,233,417
ilpd,auc,0.250379894798364,0.658353829336613,0.811047986267678,0.501463570307611,0.343506454911596,-1.11866176423794,0.356863441970199,2,190,39
ilpd,bacc,0.200467562828755,0.760942517250803,0.77046056227369,0.748597540979073,0.517961601607613,-0.0973011091897228,0.923839228856377,10,218,94
ilpd,ce,0.200555230859147,0.712522417503587,0.789492168818747,0.513297638665734,0.484763558551982,-0.000376383049969422,0.77283022031188,19,29,46
ilpd,logloss,0.25020455873758,0.633437734850038,0.778304553528729,0.476848482038506,0.30591774647139,-1.99276089118172,0.806397454463877,4,194,92
ilpd,mcc,0.197106954997078,0.752354905376785,0.772977300676368,0.658588619873092,0.51497985594054,-0.645071150789997,0.951054025418125,8,230,98
jannis,auc,0.273679466774694,0.553164182966589,0.872216157966046,0.674054650996848,0.565841904473523,-4.80467710128908,0.913604628993198,9,216,2879
jannis,bacc,0.273285327116392,0.563757461494649,0.864572725169894,0.680058739231508,0.566800142925935,-2.45749208582155,0.849813791969791,73,251,173
jannis,ce,0.267791714591161,0.551737098562345,0.860850412844391,0.672279654985393,0.57494886233934,-3.90811780396868,0.70304746623151,4,226,487
jannis,logloss,0.26995336209673,0.552463764435665,0.864600159467412,0.667920427068077,0.57161039852411,-5.85549379909029,0.711182077904232,33,253,3611
jannis,mcc,0.267493184317499,0.554449254235784,0.860224063866545,0.673084873517801,0.575482698407466,-3.79745771809453,0.724855395033956,26,231,496
jasmine,auc,0.179297883324729,0.820720357941834,0.894693962734411,0.419727280874994,0.660050393416823,-3.44003524813882,0.525708313588984,3,178,65
jasmine,bacc,0.163544028192409,0.836474272930649,0.876887557617525,0.454653290349009,0.69260465944265,-2.7600055425241,0.514897409686819,26,215,48
jasmine,ce,0.163211824650401,0.836807606263982,0.880031680254643,0.458533587649978,0.692515974286052,-3.22112447635327,0.846979093295522,13,229,43
jasmine,logloss,0.176629031896029,0.823384787472036,0.891679744155669,0.384230423409238,0.666775334203104,-3.6829707870728,0.300540831009857,14,244,192
jasmine,mcc,0.162878498799129,0.837125279642058,0.882565710253292,0.41562996374222,0.693490951913642,-2.33723651440354,0.359386482206173,6,140,58
jm1,auc,0.181167203451629,0.560169840909709,0.76546416291792,0.421948886761821,0.236427358200809,-5.00343611999878,0.591655650432222,1,214,332
jm1,bacc,0.20147033503484,0.640488785447614,0.693521234466571,0.697860295397512,0.305903534965116,-0.0190873169778045,0.989875536249019,78,82,68
jm1,ce,0.171796929860098,0.600078406426824,0.753332541247486,0.434243791203994,0.31429696529899,-3.63053315909453,0.703681875718758,2,253,170
