task,measure,ce,bacc,auc,logloss,mcc,alpha,lambda
cmc,ce,0.484689281117853,0.4842000276061,0.723806433108067,0.958940602141677,0.236395740642781,0.742519788211212,-4.01009399529664
cmc,logloss,0.489441993013422,0.480514878332715,0.726614947592456,0.953612702106685,0.230479513588446,0.999566650018096,-5.27771183912137
cmc,mcc,0.486054421768708,0.483065432353857,0.723833787127217,0.958843573179456,0.234906043011092,0.50120640732348,-3.73399878424015
cnae-9,auc,0.0564814814814815,0.943518518518518,0.998900462962963,0.77833168580831,0.937226224030708,0.0432498892769218,-1.20877757271506
cnae-9,bacc,0.0462962962962963,0.953703703703704,0.998765432098765,0.430953427716532,0.948558226835434,0.069224439561367,-2.55810187951227
cnae-9,ce,0.0462962962962963,0.953703703703704,0.998591820987654,0.3779185851832,0.948571332067667,0.0527428530622274,-2.80647941200929
cnae-9,logloss,0.0453703703703704,0.95462962962963,0.998476080246913,0.320409105782955,0.949524905233212,4.06079925596714e-06,-2.93540208478964
cnae-9,mcc,0.0462962962962963,0.953703703703704,0.998611111111111,0.383932819869519,0.948571332067667,0.0501937377266586,-2.75589088813164
connect-4,auc,0.242521196718962,0.516867137123241,0.825692395719035,0.603550458227869,0.464030888397641,0.576552034122869,-9.21010429382215
connect-4,bacc,0.242151159656751,0.517324366789519,0.825511574922156,0.603770033747932,0.464944328960156,0.00133858295157552,-8.02902286939381
connect-4,ce,0.242077140411747,0.517192237750587,0.825582352263928,0.603693215562827,0.465011050251522,0.302676596911624,-8.46462179937661
connect-4,logloss,0.242565621413255,0.516938994811202,0.82568860363879,0.603542379761021,0.463975325408598,0.343359998892993,-9.21015234664603
connect-4,mcc,0.242062340945176,0.517199743801115,0.8255872087682,0.603685841262552,0.465042349297824,0.302582807373256,-8.48905341791319
credit-approval,auc,0.136231884057971,0.86612859692656,0.932829799892618,0.33821899891298,0.731388258198033,0.82465154491365,-5.19642905074319
credit-approval,bacc,0.127536231884058,0.875967306603979,0.929940649804826,0.346681514681349,0.749526763972359,0.313270931597799,-3.13375401997455
credit-approval,ce,0.127536231884058,0.876264420356101,0.930281369262694,0.344768119202927,0.749941706628019,0.404548931866884,-3.36510016316865
credit-approval,logloss,0.134782608695652,0.868038613904488,0.932236152830381,0.338122203212496,0.734553081819158,0.788689843611792,-4.73032198589667
credit-approval,mcc,0.127536231884058,0.876264420356101,0.93062383004658,0.34605372347243,0.749941706628019,0.436776774702594,-3.34370979859157
credit-g,auc,0.263,0.588333333333333,0.794,0.512950874359019,0.273666060905831,0.0154935838654637,-1.10991237445193
credit-g,bacc,0.248,0.672380952380952,0.790142857142857,0.504612425906967,0.377255948727482,0.369622613769025,-6.79737294166815
credit-g,ce,0.239,0.650238095238095,0.788285714285714,0.502359560469458,0.375998636927521,0.253855943214148,-2.82619643692601
credit-g,logloss,0.249,0.65452380952381,0.791476190476191,0.496304719106657,0.357568072337811,7.20310490578413e-05,-2.68504344553221
credit-g,mcc,0.248,0.672380952380952,0.790142857142857,0.50447731743275,0.377255948727482,0.537424336965196,-6.81386344522881
cylinder-bands,auc,0.224074074074074,0.748877581920184,0.853311073568787,0.478148401877549,0.544743727885074,0.0125912642106414,-1.37894891132078
cylinder-bands,bacc,0.222222222222222,0.76409337944664,0.838548705852352,0.485790083749302,0.545853731709526,0.135094936937094,-3.91000811634657
cylinder-bands,ce,0.216666666666667,0.762410150771389,0.851482412660972,0.466505242038809,0.558096468432175,0.0750526490155608,-2.21701325555024
cylinder-bands,logloss,0.22962962962963,0.751733233456586,0.843736253665689,0.465278285461965,0.529231192813273,0.024468666408211,-2.63636822521141
cylinder-bands,mcc,0.212962962962963,0.762070277636109,0.849339179841897,0.472004465635392,0.56787542082628,0.000255302526056767,-1.61485942944887
diabetes,auc,0.231801093643199,0.711891737891738,0.834925925925926,0.489651007913346,0.46676001569932,0.326138988835737,-3.34746072808321
diabetes,bacc,0.221445659603554,0.731888888888889,0.833905982905983,0.484698980524878,0.494773877384121,0.789902876131237,-7.13471342821175
diabetes,ce,0.221445659603554,0.731888888888889,0.833980056980057,0.48466208324196,0.494773877384121,0.508759228033014,-6.8474532022841
diabetes,logloss,0.227939166097061,0.72262962962963,0.833504273504273,0.483740375963601,0.478252815366818,0.374582490418106,-4.83758492122332
diabetes,mcc,0.221445659603554,0.731888888888889,0.833980056980057,0.484709325294536,0.494773877384121,0.643514266582206,-7.08300689542767
dilbert,auc,0.0509,0.948861508127671,0.997722411529848,0.144292480214691,0.936433808125755,0.568558700848371,-7.24990934693346
dilbert,bacc,0.0491,0.950678819329785,0.997685319855741,0.139896224473915,0.938680419778416,0.938121186802164,-7.90588197122668
dilbert,ce,0.049,0.950775212356519,0.997674389416854,0.140780254654788,0.938808070852969,0.998862663283944,-7.87414848506505
dilbert,logloss,0.0502,0.949583794771403,0.997644474104753,0.138192327835867,0.937313310419464,0.924624115694314,-8.18499645134663
dilbert,mcc,0.049,0.950773941281004,0.997688174882167,0.139947531273053,0.938806144151197,0.941985306795686,-7.90513946417304
dna,auc,0.0379763805918653,0.962289101724739,0.996140275268428,0.150130381056614,0.939050002119909,0.203154136193916,-3.85921734943874
dna,bacc,0.0360964886338992,0.963486179852699,0.995499942739358,0.124807107227012,0.94188813662904,0.683476382866502,-5.75419675276727
dna,ce,0.0360964886338992,0.963486179852699,0.995440180769653,0.124335990131784,0.94188813662904,0.813161250436679,-5.90425665930843
dna,logloss,0.0357830090100747,0.963450406776342,0.995394705945007,0.123920297810464,0.942379774114409,0.983727512648329,-6.07167328529378
dna,mcc,0.0357830090100747,0.96368698306555,0.995569777103698,0.125706336672519,0.942377273750598,0.542348553426564,-5.49282667853467
dresses-sales,auc,0.418,0.502380952380952,0.573563218390805,0.678871841411281,0.0167877043255144,0.00112861744128168,2.07124386916704
dresses-sales,bacc,0.408,0.560262725779967,0.560591133004926,0.901249932463357,0.132855840205824,0.0555530204437673,-3.57846100159896
dresses-sales,ce,0.398,0.561658456486043,0.565845648604269,0.76868577273194,0.145474238542824,0.00756775308400393,-1.99612336222839
dresses-sales,logloss,0.42,0.5,0.508292282430213,0.680028473373004,0,0.880744672613218,-2.09851878753188
dresses-sales,mcc,0.404,0.566338259441708,0.566995073891626,0.976096274497735,0.143437265356168,0.122469906462356,-4.38552782614953
electricity,auc,0.244615089577088,0.735431371478926,0.82321890891844,0.504202685588078,0.494121407172645,0.448339567985386,-6.16431424468309
electricity,bacc,0.243666139878211,0.736419486948642,0.82281775307487,0.504446429229268,0.496151766738344,0.963078218977898,-6.04047823608466
electricity,ce,0.241746160557563,0.735736434870022,0.810058300662901,0.522574068020673,0.501570415324146,0.986148683121428,-3.61460915438767
electricity,logloss,0.243975098093491,0.736239615788531,0.823235809236303,0.504090549967137,0.495449372220798,0.999857701361179,-6.38120970627518
electricity,mcc,0.242408236833909,0.732284529100898,0.80124026070165,0.542768802470188,0.50240261946624,0.998472552746534,-3.03331558495265
eucalyptus,auc,0.350721954831544,0.599288711288711,0.921722829359193,0.830266797797152,0.550927327507033,0.971795332850888,-4.38321740486072
eucalyptus,bacc,0.366475379489078,0.601118881118881,0.824665970393243,0.948579502302028,0.523881262703722,0.653047679690644,-7.40156251081371
eucalyptus,ce,0.338430211032951,0.608425352425353,0.918761252215798,0.880450720759097,0.568483239428454,0.811173678375781,-3.92037803926068
eucalyptus,logloss,0.341206960385043,0.610694860694861,0.921351495306041,0.828276395437955,0.563622526364307,0.99898816482164,-4.45891708471414
eucalyptus,mcc,0.338430211032951,0.606336552336552,0.919015138060593,0.87704009179017,0.568756847034694,0.860779637238011,-3.96009316637599
fabert,auc,0.303388178461466,0.666803896788396,0.943860833921227,0.85386837353154,0.636240822583987,0.0485365260392427,-3.65951556908599
fabert,bacc,0.304117218558671,0.668955977378438,0.94192220450208,0.84490954620572,0.635326213039058,0.0201228139922023,-3.88319873222981
fabert,ce,0.303266671778598,0.666318535788415,0.943681118206882,0.862393479767728,0.636402330623402,0.0394944290164858,-3.49709817807739
fabert,logloss,0.304725489270842,0.668089726485313,0.943031548246008,0.84031130018108,0.634561193439719,0.0379665521904826,-3.92165098875917
fabert,mcc,0.303266081940332,0.665670119637882,0.943806076235301,0.864849789935047,0.636448768091057,0.0449639616999775,-3.49394297236158
first-order-theorem-proving,auc,0.519612389418397,0.308467003595377,0.735534704316024,1.41976530704686,0.250585657046139,0.303834860213101,-7.09032035182925
first-order-theorem-proving,bacc,0.518958794647155,0.309003218081172,0.735477875447873,1.41970229339907,0.251539404979883,0.317903795978054,-7.09015711633506
first-order-theorem-proving,ce,0.518795395954345,0.30828642058781,0.73471666473837,1.41885722377407,0.250995361451018,0.119950379012153,-6.4559038409021
first-order-theorem-proving,logloss,0.520919846389183,0.304123037979381,0.734478474483461,1.41689939513409,0.246608268786052,0.826112919254229,-7.02420857849913
first-order-theorem-proving,mcc,0.519449258153889,0.30861158330226,0.734950363893088,1.41984501183901,0.250613467995999,0.0117411776445806,-6.45123773757382
guillermo,ce,0.27295,0.698250712399222,0.77324576629056,0.554692503527335,0.417858034725514,0.755612343084067,-5.20514412344033
har,auc,0.0140788021172408,0.986754315093212,0.999604348538059,0.0411892117302998,0.98307766799135,0.999989289324731,-9.19414578974821
har,bacc,0.0135933652240369,0.987218395532433,0.999588242941782,0.0413469233140331,0.983658860925707,0.893941313261166,-9.18701857037748
har,ce,0.0135933652240369,0.987179289384313,0.999587567564694,0.0413515183265294,0.98365900657235,0.901012411341071,-9.08673048699731
har,logloss,0.0138846273599592,0.98696023770115,0.999601366731415,0.0410769863419779,0.983310887491711,0.961380587890744,-9.18354274373145
har,mcc,0.0135933652240369,0.987179289384313,0.999586388004541,0.041331985063994,0.98365900657235,0.903898900840431,-9.09224249415521
higgs,auc,0.359326874043855,0.634488128814895,0.682114700282427,0.639200932538121,0.276070342828967,0.972778104012832,-9.20519113704742
higgs,bacc,0.359184089750128,0.634603304118812,0.682049267773296,0.639201333003389,0.276373178179207,0.977236203150824,-8.38080132953183
higgs,ce,0.3590413054564,0.634599221277654,0.681572902404416,0.639302035651423,0.276719038975001,0.926097812363878,-6.89162655279761
higgs,logloss,0.359398266190719,0.634377311435724,0.681958188205886,0.639201142027382,0.275936956537411,0.721626586513594,-7.89159201611297
higgs,mcc,0.3590413054564,0.634600393617943,0.681587754465622,0.639344674620408,0.276719438025322,0.97965491656214,-6.93020030954544
ilpd,auc,0.284599649327878,0.548043699186992,0.75938887750222,0.506929458281396,0.162575693523392,0.0132722796406597,-4.92010957744928
ilpd,bacc,0.26218585622443,0.596106399877024,0.752988573478172,0.504918963906016,0.26508000901904,0.860157902119681,-6.62217835454045
ilpd,ce,0.26218585622443,0.596106399877024,0.753133967001435,0.504950188773467,0.26508000901904,0.862435240065679,-6.59032100926592
ilpd,logloss,0.269023962594974,0.585753783220605,0.756735712577714,0.504108216728004,0.244468270790526,0.000165809411555529,-6.7264185039065
ilpd,mcc,0.26218585622443,0.596106399877024,0.753399988043998,0.504827590952989,0.26508000901904,0.792633254779503,-6.58903798514379
jannis,auc,0.356024516518473,0.462506908715542,0.790469484251772,0.829102122025395,0.427763621907015,0.00155726564116776,-9.20629586306223
jannis,bacc,0.355988702755063,0.462257567380936,0.78907914340183,0.829386395390804,0.427712322566314,0.41140913660638,-8.60390613036278
jannis,ce,0.356024517944691,0.462515185796146,0.79045775800661,0.829103830866299,0.427764398489378,0.00488290982320905,-9.19708159254912
jannis,logloss,0.356155885470235,0.462390922038861,0.790414269420858,0.829098929343051,0.427549866820945,0.0654052633326501,-9.20909230666942
jannis,mcc,0.355928994133138,0.462282216293177,0.789055930963378,0.829400518447301,0.42780829535724,0.382949709426612,-8.57188627870689
jasmine,auc,0.21281228255258,0.787208053691275,0.85446874765401,0.44154157176188,0.583845935689061,0.964911189163104,-5.80148503752208
jasmine,bacc,0.21046328926399,0.789559284116331,0.853587706259478,0.440753542195616,0.590103110095382,0.935104185715318,-5.3231710371392
jasmine,ce,0.210127718794191,0.789885906040268,0.85330843955978,0.44977778594535,0.587260155729924,0.146086326334625,-6.04703166081991
jasmine,logloss,0.21280891562479,0.787203579418345,0.853697401017972,0.439798873332797,0.585698426790187,0.995867740828544,-4.92268992059377
jasmine,mcc,0.213152342259433,0.786859060402685,0.839307238412684,0.48568930336851,0.601923418443667,0.429020111681893,-2.03305702686056
jm1,auc,0.1930179130881,0.501184834123223,0.716364381635745,0.483373560361911,0.0230893550796918,0.618909247918055,-2.08861808303006
jm1,bacc,0.187414840247394,0.546705241393855,0.713140712470293,0.446630404979433,0.193937447964888,0.113420834066346,-9.14001075816978
jm1,ce,0.187047446389024,0.544581822551172,0.713017877885646,0.446858382950017,0.190856935273566,0.166778095532209,-6.66501453058029
jm1,logloss,0.187782318505915,0.545576226465382,0.714089172656126,0.446250348476849,0.190401251069582,0.804935979889706,-9.10318525956924
jm1,mcc,0.187139273753579,0.546153815460338,0.713266013058756,0.446623088793657,0.193599067625531,0.977161170681939,-8.43927039214812
jungle_chess_2pcs_raw_endgame_complete,auc,0.323099424900873,0.508875025293779,0.796917240737185,0.725327906107004,0.410831777366575,0.448945585405454,-8.14883861851298
