nrow,nfeatures,n_layers,neurons,p,opt_lr,opt_weight_decay,epochs,rss_kb,rss_mib
206,50,8,32,0.2,1e-05,1e-06,10,651664,636.39062500000000000000
379,50,8,32,0.2,1e-05,1e-06,10,650432,635.18750000000000000000
695,50,8,32,0.2,1e-05,1e-06,10,654272,638.93750000000000000000
1274,50,8,32,0.2,1e-05,1e-06,10,657632,642.21875000000000000000
2335,50,8,32,0.2,1e-05,1e-06,10,671392,655.65625000000000000000
4281,50,8,32,0.2,1e-05,1e-06,10,677984,662.09375000000000000000
7847,50,8,32,0.2,1e-05,1e-06,10,676672,660.81250000000000000000
14384,50,8,32,0.2,1e-05,1e-06,10,694128,677.85937500000000000000
26366,50,8,32,0.2,1e-05,1e-06,10,733568,716.37500000000000000000
48329,50,8,32,0.2,1e-05,1e-06,10,770928,752.85937500000000000000
88586,50,8,32,0.2,1e-05,1e-06,10,798176,779.46875000000000000000
162377,50,8,32,0.2,1e-05,1e-06,10,830352,810.89062500000000000000
297635,50,8,32,0.2,1e-05,1e-06,10,809296,790.32812500000000000000
545559,50,8,32,0.2,1e-05,1e-06,10,825840,806.48437500000000000000
1e+06,50,8,32,0.2,1e-05,1e-06,10,780032,761.75000000000000000000
10,50,16,32,0.2,1e-05,1e-06,10,645824,630.68750000000000000000
18,50,16,32,0.2,1e-05,1e-06,10,649264,634.04687500000000000000
33,50,16,32,0.2,1e-05,1e-06,10,638896,623.92187500000000000000
61,50,16,32,0.2,1e-05,1e-06,10,645536,630.40625000000000000000
112,50,16,32,0.2,1e-05,1e-06,10,655904,640.53125000000000000000
206,50,16,32,0.2,1e-05,1e-06,10,652448,637.15625000000000000000
379,50,16,32,0.2,1e-05,1e-06,10,649728,634.50000000000000000000
695,50,16,32,0.2,1e-05,1e-06,10,664992,649.40625000000000000000
1274,50,16,32,0.2,1e-05,1e-06,10,667120,651.48437500000000000000
2335,50,16,32,0.2,1e-05,1e-06,10,665104,649.51562500000000000000
4281,50,16,32,0.2,1e-05,1e-06,10,682240,666.25000000000000000000
7847,50,16,32,0.2,1e-05,1e-06,10,692368,676.14062500000000000000
14384,50,16,32,0.2,1e-05,1e-06,10,711152,694.48437500000000000000
26366,50,16,32,0.2,1e-05,1e-06,10,703040,686.56250000000000000000
48329,50,16,32,0.2,1e-05,1e-06,10,698736,682.35937500000000000000
88586,50,16,32,0.2,1e-05,1e-06,10,714064,697.32812500000000000000
162377,50,16,32,0.2,1e-05,1e-06,10,788896,770.40625000000000000000
297635,50,16,32,0.2,1e-05,1e-06,10,835568,815.98437500000000000000
545559,50,16,32,0.2,1e-05,1e-06,10,753184,735.53125000000000000000
1e+06,50,16,32,0.2,1e-05,1e-06,10,758992,741.20312500000000000000
10,50,2,64,0.2,1e-05,1e-06,10,587088,573.32812500000000000000
18,50,2,64,0.2,1e-05,1e-06,10,606976,592.75000000000000000000
33,50,2,64,0.2,1e-05,1e-06,10,601648,587.54687500000000000000
61,50,2,64,0.2,1e-05,1e-06,10,614304,599.90625000000000000000
112,50,2,64,0.2,1e-05,1e-06,10,646112,630.96875000000000000000
206,50,2,64,0.2,1e-05,1e-06,10,656432,641.04687500000000000000
379,50,2,64,0.2,1e-05,1e-06,10,652944,637.64062500000000000000
695,50,2,64,0.2,1e-05,1e-06,10,651856,636.57812500000000000000
1274,50,2,64,0.2,1e-05,1e-06,10,660816,645.32812500000000000000
2335,50,2,64,0.2,1e-05,1e-06,10,666800,651.17187500000000000000
4281,50,2,64,0.2,1e-05,1e-06,10,636336,621.42187500000000000000
7847,50,2,64,0.2,1e-05,1e-06,10,685360,669.29687500000000000000
14384,50,2,64,0.2,1e-05,1e-06,10,739024,721.70312500000000000000
26366,50,2,64,0.2,1e-05,1e-06,10,775664,757.48437500000000000000
48329,50,2,64,0.2,1e-05,1e-06,10,777776,759.54687500000000000000
88586,50,2,64,0.2,1e-05,1e-06,10,774224,756.07812500000000000000
162377,50,2,64,0.2,1e-05,1e-06,10,653008,637.70312500000000000000
297635,50,2,64,0.2,1e-05,1e-06,10,726704,709.67187500000000000000
545559,50,2,64,0.2,1e-05,1e-06,10,751584,733.96875000000000000000
1e+06,50,2,64,0.2,1e-05,1e-06,10,716144,699.35937500000000000000
10,50,4,64,0.2,1e-05,1e-06,10,595104,581.15625000000000000000
18,50,4,64,0.2,1e-05,1e-06,10,610176,595.87500000000000000000
33,50,4,64,0.2,1e-05,1e-06,10,611312,596.98437500000000000000
61,50,4,64,0.2,1e-05,1e-06,10,576432,562.92187500000000000000
112,50,4,64,0.2,1e-05,1e-06,10,588608,574.81250000000000000000
206,50,4,64,0.2,1e-05,1e-06,10,656272,640.89062500000000000000
379,50,4,64,0.2,1e-05,1e-06,10,655568,640.20312500000000000000
695,50,4,64,0.2,1e-05,1e-06,10,657664,642.25000000000000000000
1274,50,4,64,0.2,1e-05,1e-06,10,670384,654.67187500000000000000
2335,50,4,64,0.2,1e-05,1e-06,10,671312,655.57812500000000000000
4281,50,4,64,0.2,1e-05,1e-06,10,638224,623.26562500000000000000
7847,50,4,64,0.2,1e-05,1e-06,10,640016,625.01562500000000000000
14384,50,4,64,0.2,1e-05,1e-06,10,670448,654.73437500000000000000
26366,50,4,64,0.2,1e-05,1e-06,10,717168,700.35937500000000000000
48329,50,4,64,0.2,1e-05,1e-06,10,755376,737.67187500000000000000
88586,50,4,64,0.2,1e-05,1e-06,10,705264,688.73437500000000000000
162377,50,4,64,0.2,1e-05,1e-06,10,767104,749.12500000000000000000
297635,50,4,64,0.2,1e-05,1e-06,10,734928,717.70312500000000000000
545559,50,4,64,0.2,1e-05,1e-06,10,760528,742.70312500000000000000
1e+06,50,4,64,0.2,1e-05,1e-06,10,723152,706.20312500000000000000
10,50,8,64,0.2,1e-05,1e-06,10,620528,605.98437500000000000000
18,50,8,64,0.2,1e-05,1e-06,10,621040,606.48437500000000000000
33,50,8,64,0.2,1e-05,1e-06,10,621008,606.45312500000000000000
61,50,8,64,0.2,1e-05,1e-06,10,647024,631.85937500000000000000
112,50,8,64,0.2,1e-05,1e-06,10,660688,645.20312500000000000000
206,50,8,64,0.2,1e-05,1e-06,10,656032,640.65625000000000000000
379,50,8,64,0.2,1e-05,1e-06,10,650752,635.50000000000000000000
695,50,8,64,0.2,1e-05,1e-06,10,668288,652.62500000000000000000
1274,50,8,64,0.2,1e-05,1e-06,10,653632,638.31250000000000000000
2335,50,8,64,0.2,1e-05,1e-06,10,683600,667.57812500000000000000
4281,50,8,64,0.2,1e-05,1e-06,10,681632,665.65625000000000000000
7847,50,8,64,0.2,1e-05,1e-06,10,684720,668.67187500000000000000
14384,50,8,64,0.2,1e-05,1e-06,10,682256,666.26562500000000000000
26366,50,8,64,0.2,1e-05,1e-06,10,711376,694.70312500000000000000
48329,50,8,64,0.2,1e-05,1e-06,10,733552,716.35937500000000000000
88586,50,8,64,0.2,1e-05,1e-06,10,768640,750.62500000000000000000
162377,50,8,64,0.2,1e-05,1e-06,10,814896,795.79687500000000000000
297635,50,8,64,0.2,1e-05,1e-06,10,824416,805.09375000000000000000
545559,50,8,64,0.2,1e-05,1e-06,10,784304,765.92187500000000000000
1e+06,50,8,64,0.2,1e-05,1e-06,10,752288,734.65625000000000000000
10,50,16,64,0.2,1e-05,1e-06,10,637376,622.43750000000000000000
18,50,16,64,0.2,1e-05,1e-06,10,657392,641.98437500000000000000
33,50,16,64,0.2,1e-05,1e-06,10,638048,623.09375000000000000000
61,50,16,64,0.2,1e-05,1e-06,10,648976,633.76562500000000000000
112,50,16,64,0.2,1e-05,1e-06,10,645936,630.79687500000000000000
206,50,16,64,0.2,1e-05,1e-06,10,662208,646.68750000000000000000
379,50,16,64,0.2,1e-05,1e-06,10,671072,655.34375000000000000000
695,50,16,64,0.2,1e-05,1e-06,10,672752,656.98437500000000000000
1274,50,16,64,0.2,1e-05,1e-06,10,679440,663.51562500000000000000
2335,50,16,64,0.2,1e-05,1e-06,10,690256,674.07812500000000000000
4281,50,16,64,0.2,1e-05,1e-06,10,646976,631.81250000000000000000
7847,50,16,64,0.2,1e-05,1e-06,10,675792,659.95312500000000000000
14384,50,16,64,0.2,1e-05,1e-06,10,657104,641.70312500000000000000
26366,50,16,64,0.2,1e-05,1e-06,10,667040,651.40625000000000000000
48329,50,16,64,0.2,1e-05,1e-06,10,689744,673.57812500000000000000
88586,50,16,64,0.2,1e-05,1e-06,10,731088,713.95312500000000000000
162377,50,16,64,0.2,1e-05,1e-06,10,762496,744.62500000000000000000
297635,50,16,64,0.2,1e-05,1e-06,10,849056,829.15625000000000000000
545559,50,16,64,0.2,1e-05,1e-06,10,767104,749.12500000000000000000
1e+06,50,16,64,0.2,1e-05,1e-06,10,790592,772.06250000000000000000
10,50,2,128,0.2,1e-05,1e-06,10,558624,545.53125000000000000000
18,50,2,128,0.2,1e-05,1e-06,10,587120,573.35937500000000000000
33,50,2,128,0.2,1e-05,1e-06,10,544656,531.89062500000000000000
61,50,2,128,0.2,1e-05,1e-06,10,575440,561.95312500000000000000
112,50,2,128,0.2,1e-05,1e-06,10,568640,555.31250000000000000000
206,50,2,128,0.2,1e-05,1e-06,10,610896,596.57812500000000000000
379,50,2,128,0.2,1e-05,1e-06,10,656592,641.20312500000000000000
695,50,2,128,0.2,1e-05,1e-06,10,658016,642.59375000000000000000
1274,50,2,128,0.2,1e-05,1e-06,10,606672,592.45312500000000000000
2335,50,2,128,0.2,1e-05,1e-06,10,604656,590.48437500000000000000
4281,50,2,128,0.2,1e-05,1e-06,10,612048,597.70312500000000000000
7847,50,2,128,0.2,1e-05,1e-06,10,642880,627.81250000000000000000
14384,50,2,128,0.2,1e-05,1e-06,10,689632,673.46875000000000000000
26366,50,2,128,0.2,1e-05,1e-06,10,738240,720.93750000000000000000
48329,50,2,128,0.2,1e-05,1e-06,10,757968,740.20312500000000000000
88586,50,2,128,0.2,1e-05,1e-06,10,739280,721.95312500000000000000
162377,50,2,128,0.2,1e-05,1e-06,10,754240,736.56250000000000000000
297635,50,2,128,0.2,1e-05,1e-06,10,733600,716.40625000000000000000
545559,50,2,128,0.2,1e-05,1e-06,10,749008,731.45312500000000000000
1e+06,50,2,128,0.2,1e-05,1e-06,10,820032,800.81250000000000000000
10,50,4,128,0.2,1e-05,1e-06,10,604704,590.53125000000000000000
18,50,4,128,0.2,1e-05,1e-06,10,603056,588.92187500000000000000
33,50,4,128,0.2,1e-05,1e-06,10,607408,593.17187500000000000000
61,50,4,128,0.2,1e-05,1e-06,10,599488,585.43750000000000000000
112,50,4,128,0.2,1e-05,1e-06,10,607296,593.06250000000000000000
206,50,4,128,0.2,1e-05,1e-06,10,665664,650.06250000000000000000
379,50,4,128,0.2,1e-05,1e-06,10,661408,645.90625000000000000000
695,50,4,128,0.2,1e-05,1e-06,10,677296,661.42187500000000000000
1274,50,4,128,0.2,1e-05,1e-06,10,680992,665.03125000000000000000
2335,50,4,128,0.2,1e-05,1e-06,10,691040,674.84375000000000000000
4281,50,4,128,0.2,1e-05,1e-06,10,675568,659.73437500000000000000
7847,50,4,128,0.2,1e-05,1e-06,10,700160,683.75000000000000000000
14384,50,4,128,0.2,1e-05,1e-06,10,708352,691.75000000000000000000
26366,50,4,128,0.2,1e-05,1e-06,10,743792,726.35937500000000000000
48329,50,4,128,0.2,1e-05,1e-06,10,744544,727.09375000000000000000
88586,50,4,128,0.2,1e-05,1e-06,10,799984,781.23437500000000000000
162377,50,4,128,0.2,1e-05,1e-06,10,773776,755.64062500000000000000
297635,50,4,128,0.2,1e-05,1e-06,10,762384,744.51562500000000000000
545559,50,4,128,0.2,1e-05,1e-06,10,811104,792.09375000000000000000
1e+06,50,4,128,0.2,1e-05,1e-06,10,830208,810.75000000000000000000
10,50,8,128,0.2,1e-05,1e-06,10,625168,610.51562500000000000000
18,50,8,128,0.2,1e-05,1e-06,10,630304,615.53125000000000000000
33,50,8,128,0.2,1e-05,1e-06,10,622224,607.64062500000000000000
61,50,8,128,0.2,1e-05,1e-06,10,647280,632.10937500000000000000
112,50,8,128,0.2,1e-05,1e-06,10,648176,632.98437500000000000000
206,50,8,128,0.2,1e-05,1e-06,10,655264,639.90625000000000000000
379,50,8,128,0.2,1e-05,1e-06,10,667728,652.07812500000000000000
695,50,8,128,0.2,1e-05,1e-06,10,681184,665.21875000000000000000
1274,50,8,128,0.2,1e-05,1e-06,10,694816,678.53125000000000000000
2335,50,8,128,0.2,1e-05,1e-06,10,707808,691.21875000000000000000
4281,50,8,128,0.2,1e-05,1e-06,10,693808,677.54687500000000000000
7847,50,8,128,0.2,1e-05,1e-06,10,713232,696.51562500000000000000
14384,50,8,128,0.2,1e-05,1e-06,10,746224,728.73437500000000000000
26366,50,8,128,0.2,1e-05,1e-06,10,748192,730.65625000000000000000
48329,50,8,128,0.2,1e-05,1e-06,10,715744,698.96875000000000000000
88586,50,8,128,0.2,1e-05,1e-06,10,747232,729.71875000000000000000
162377,50,8,128,0.2,1e-05,1e-06,10,782304,763.96875000000000000000
297635,50,8,128,0.2,1e-05,1e-06,10,772352,754.25000000000000000000
545559,50,8,128,0.2,1e-05,1e-06,10,765488,747.54687500000000000000
1e+06,50,8,128,0.2,1e-05,1e-06,10,686720,670.62500000000000000000
10,50,16,128,0.2,1e-05,1e-06,10,605792,591.59375000000000000000
18,50,16,128,0.2,1e-05,1e-06,10,614624,600.21875000000000000000
33,50,16,128,0.2,1e-05,1e-06,10,631888,617.07812500000000000000
61,50,16,128,0.2,1e-05,1e-06,10,612240,597.89062500000000000000
112,50,16,128,0.2,1e-05,1e-06,10,626528,611.84375000000000000000
206,50,16,128,0.2,1e-05,1e-06,10,625712,611.04687500000000000000
379,50,16,128,0.2,1e-05,1e-06,10,640224,625.21875000000000000000
695,50,16,128,0.2,1e-05,1e-06,10,646192,631.04687500000000000000
1274,50,16,128,0.2,1e-05,1e-06,10,710736,694.07812500000000000000
2335,50,16,128,0.2,1e-05,1e-06,10,684416,668.37500000000000000000
4281,50,16,128,0.2,1e-05,1e-06,10,688880,672.73437500000000000000
7847,50,16,128,0.2,1e-05,1e-06,10,687312,671.20312500000000000000
14384,50,16,128,0.2,1e-05,1e-06,10,691136,674.93750000000000000000
26366,50,16,128,0.2,1e-05,1e-06,10,729104,712.01562500000000000000
48329,50,16,128,0.2,1e-05,1e-06,10,725792,708.78125000000000000000
88586,50,16,128,0.2,1e-05,1e-06,10,740064,722.71875000000000000000
162377,50,16,128,0.2,1e-05,1e-06,10,768400,750.39062500000000000000
297635,50,16,128,0.2,1e-05,1e-06,10,915616,894.15625000000000000000
545559,50,16,128,0.2,1e-05,1e-06,10,822144,802.87500000000000000000
1e+06,50,16,128,0.2,1e-05,1e-06,10,815088,795.98437500000000000000
10,50,2,256,0.2,1e-05,1e-06,10,597744,583.73437500000000000000
18,50,2,256,0.2,1e-05,1e-06,10,589840,576.01562500000000000000
33,50,2,256,0.2,1e-05,1e-06,10,598560,584.53125000000000000000
61,50,2,256,0.2,1e-05,1e-06,10,626880,612.18750000000000000000
112,50,2,256,0.2,1e-05,1e-06,10,640240,625.23437500000000000000
206,50,2,256,0.2,1e-05,1e-06,10,659568,644.10937500000000000000
379,50,2,256,0.2,1e-05,1e-06,10,671664,655.92187500000000000000
695,50,2,256,0.2,1e-05,1e-06,10,676880,661.01562500000000000000
1274,50,2,256,0.2,1e-05,1e-06,10,676640,660.78125000000000000000
2335,50,2,256,0.2,1e-05,1e-06,10,641936,626.89062500000000000000
4281,50,2,256,0.2,1e-05,1e-06,10,686368,670.28125000000000000000
7847,50,2,256,0.2,1e-05,1e-06,10,718512,701.67187500000000000000
14384,50,2,256,0.2,1e-05,1e-06,10,742240,724.84375000000000000000
26366,50,2,256,0.2,1e-05,1e-06,10,772096,754.00000000000000000000
48329,50,2,256,0.2,1e-05,1e-06,10,802752,783.93750000000000000000
88586,50,2,256,0.2,1e-05,1e-06,10,782352,764.01562500000000000000
162377,50,2,256,0.2,1e-05,1e-06,10,756704,738.96875000000000000000
297635,50,2,256,0.2,1e-05,1e-06,10,778384,760.14062500000000000000
545559,50,2,256,0.2,1e-05,1e-06,10,738560,721.25000000000000000000
1e+06,50,2,256,0.2,1e-05,1e-06,10,827552,808.15625000000000000000
10,50,4,256,0.2,1e-05,1e-06,10,613968,599.57812500000000000000
18,50,4,256,0.2,1e-05,1e-06,10,616496,602.04687500000000000000
33,50,4,256,0.2,1e-05,1e-06,10,609808,595.51562500000000000000
61,50,4,256,0.2,1e-05,1e-06,10,635008,620.12500000000000000000
112,50,4,256,0.2,1e-05,1e-06,10,649632,634.40625000000000000000
206,50,4,256,0.2,1e-05,1e-06,10,664320,648.75000000000000000000
379,50,4,256,0.2,1e-05,1e-06,10,673168,657.39062500000000000000
695,50,4,256,0.2,1e-05,1e-06,10,689488,673.32812500000000000000
1274,50,4,256,0.2,1e-05,1e-06,10,699328,682.93750000000000000000
2335,50,4,256,0.2,1e-05,1e-06,10,727824,710.76562500000000000000
4281,50,4,256,0.2,1e-05,1e-06,10,730592,713.46875000000000000000
7847,50,4,256,0.2,1e-05,1e-06,10,704640,688.12500000000000000000
14384,50,4,256,0.2,1e-05,1e-06,10,763648,745.75000000000000000000
26366,50,4,256,0.2,1e-05,1e-06,10,815296,796.18750000000000000000
48329,50,4,256,0.2,1e-05,1e-06,10,819920,800.70312500000000000000
88586,50,4,256,0.2,1e-05,1e-06,10,812960,793.90625000000000000000
162377,50,4,256,0.2,1e-05,1e-06,10,874848,854.34375000000000000000
297635,50,4,256,0.2,1e-05,1e-06,10,779376,761.10937500000000000000
545559,50,4,256,0.2,1e-05,1e-06,10,732960,715.78125000000000000000
1e+06,50,4,256,0.2,1e-05,1e-06,10,791040,772.50000000000000000000
10,50,8,256,0.2,1e-05,1e-06,10,631408,616.60937500000000000000
18,50,8,256,0.2,1e-05,1e-06,10,638544,623.57812500000000000000
33,50,8,256,0.2,1e-05,1e-06,10,622160,607.57812500000000000000
61,50,8,256,0.2,1e-05,1e-06,10,663184,647.64062500000000000000
112,50,8,256,0.2,1e-05,1e-06,10,678688,662.78125000000000000000
206,50,8,256,0.2,1e-05,1e-06,10,685840,669.76562500000000000000
379,50,8,256,0.2,1e-05,1e-06,10,705520,688.98437500000000000000
695,50,8,256,0.2,1e-05,1e-06,10,723600,706.64062500000000000000
1274,50,8,256,0.2,1e-05,1e-06,10,698912,682.53125000000000000000
2335,50,8,256,0.2,1e-05,1e-06,10,759472,741.67187500000000000000
4281,50,8,256,0.2,1e-05,1e-06,10,694992,678.70312500000000000000
7847,50,8,256,0.2,1e-05,1e-06,10,785504,767.09375000000000000000
14384,50,8,256,0.2,1e-05,1e-06,10,767088,749.10937500000000000000
26366,50,8,256,0.2,1e-05,1e-06,10,804336,785.48437500000000000000
48329,50,8,256,0.2,1e-05,1e-06,10,775696,757.51562500000000000000
88586,50,8,256,0.2,1e-05,1e-06,10,849248,829.34375000000000000000
162377,50,8,256,0.2,1e-05,1e-06,10,915968,894.50000000000000000000
297635,50,8,256,0.2,1e-05,1e-06,10,773520,755.39062500000000000000
545559,50,8,256,0.2,1e-05,1e-06,10,810592,791.59375000000000000000
1e+06,50,8,256,0.2,1e-05,1e-06,10,809888,790.90625000000000000000
10,50,16,256,0.2,1e-05,1e-06,10,685584,669.51562500000000000000
18,50,16,256,0.2,1e-05,1e-06,10,676896,661.03125000000000000000
33,50,16,256,0.2,1e-05,1e-06,10,677936,662.04687500000000000000
61,50,16,256,0.2,1e-05,1e-06,10,684240,668.20312500000000000000
112,50,16,256,0.2,1e-05,1e-06,10,692208,675.98437500000000000000
206,50,16,256,0.2,1e-05,1e-06,10,717072,700.26562500000000000000
379,50,16,256,0.2,1e-05,1e-06,10,751248,733.64062500000000000000
695,50,16,256,0.2,1e-05,1e-06,10,745824,728.34375000000000000000
1274,50,16,256,0.2,1e-05,1e-06,10,755664,737.95312500000000000000
2335,50,16,256,0.2,1e-05,1e-06,10,745264,727.79687500000000000000
4281,50,16,256,0.2,1e-05,1e-06,10,767760,749.76562500000000000000
7847,50,16,256,0.2,1e-05,1e-06,10,779472,761.20312500000000000000
14384,50,16,256,0.2,1e-05,1e-06,10,795072,776.43750000000000000000
26366,50,16,256,0.2,1e-05,1e-06,10,768752,750.73437500000000000000
48329,50,16,256,0.2,1e-05,1e-06,10,782592,764.25000000000000000000
88586,50,16,256,0.2,1e-05,1e-06,10,815152,796.04687500000000000000
162377,50,16,256,0.2,1e-05,1e-06,10,833856,814.31250000000000000000
297635,50,16,256,0.2,1e-05,1e-06,10,835936,816.34375000000000000000
545559,50,16,256,0.2,1e-05,1e-06,10,802144,783.34375000000000000000
1e+06,50,16,256,0.2,1e-05,1e-06,10,890112,869.25000000000000000000
10,50,2,512,0.2,1e-05,1e-06,10,569152,555.81250000000000000000
18,50,2,512,0.2,1e-05,1e-06,10,610624,596.31250000000000000000
33,50,2,512,0.2,1e-05,1e-06,10,618224,603.73437500000000000000
61,50,2,512,0.2,1e-05,1e-06,10,625408,610.75000000000000000000
112,50,2,512,0.2,1e-05,1e-06,10,622880,608.28125000000000000000
206,50,2,512,0.2,1e-05,1e-06,10,630736,615.95312500000000000000
379,50,2,512,0.2,1e-05,1e-06,10,684816,668.76562500000000000000
695,50,2,512,0.2,1e-05,1e-06,10,704560,688.04687500000000000000
1274,50,2,512,0.2,1e-05,1e-06,10,667408,651.76562500000000000000
2335,50,2,512,0.2,1e-05,1e-06,10,727872,710.81250000000000000000
4281,50,2,512,0.2,1e-05,1e-06,10,694656,678.37500000000000000000
7847,50,2,512,0.2,1e-05,1e-06,10,716352,699.56250000000000000000
14384,50,2,512,0.2,1e-05,1e-06,10,842288,822.54687500000000000000
26366,50,2,512,0.2,1e-05,1e-06,10,830720,811.25000000000000000000
48329,50,2,512,0.2,1e-05,1e-06,10,798208,779.50000000000000000000
88586,50,2,512,0.2,1e-05,1e-06,10,768208,750.20312500000000000000
162377,50,2,512,0.2,1e-05,1e-06,10,773136,755.01562500000000000000
297635,50,2,512,0.2,1e-05,1e-06,10,776432,758.23437500000000000000
545559,50,2,512,0.2,1e-05,1e-06,10,771424,753.34375000000000000000
1e+06,50,2,512,0.2,1e-05,1e-06,10,861696,841.50000000000000000000
10,50,4,512,0.2,1e-05,1e-06,10,651280,636.01562500000000000000
18,50,4,512,0.2,1e-05,1e-06,10,629888,615.12500000000000000000
33,50,4,512,0.2,1e-05,1e-06,10,634640,619.76562500000000000000
61,50,4,512,0.2,1e-05,1e-06,10,636544,621.62500000000000000000
112,50,4,512,0.2,1e-05,1e-06,10,677552,661.67187500000000000000
206,50,4,512,0.2,1e-05,1e-06,10,714032,697.29687500000000000000
379,50,4,512,0.2,1e-05,1e-06,10,697872,681.51562500000000000000
695,50,4,512,0.2,1e-05,1e-06,10,755184,737.48437500000000000000
1274,50,4,512,0.2,1e-05,1e-06,10,781712,763.39062500000000000000
2335,50,4,512,0.2,1e-05,1e-06,10,757264,739.51562500000000000000
4281,50,4,512,0.2,1e-05,1e-06,10,810400,791.40625000000000000000
7847,50,4,512,0.2,1e-05,1e-06,10,844800,825.00000000000000000000
14384,50,4,512,0.2,1e-05,1e-06,10,797312,778.62500000000000000000
26366,50,4,512,0.2,1e-05,1e-06,10,830832,811.35937500000000000000
48329,50,4,512,0.2,1e-05,1e-06,10,843952,824.17187500000000000000
88586,50,4,512,0.2,1e-05,1e-06,10,899664,878.57812500000000000000
162377,50,4,512,0.2,1e-05,1e-06,10,832320,812.81250000000000000000
297635,50,4,512,0.2,1e-05,1e-06,10,836912,817.29687500000000000000
545559,50,4,512,0.2,1e-05,1e-06,10,823040,803.75000000000000000000
1e+06,50,4,512,0.2,1e-05,1e-06,10,810816,791.81250000000000000000
10,50,8,512,0.2,1e-05,1e-06,10,679024,663.10937500000000000000
18,50,8,512,0.2,1e-05,1e-06,10,661984,646.46875000000000000000
33,50,8,512,0.2,1e-05,1e-06,10,689440,673.28125000000000000000
61,50,8,512,0.2,1e-05,1e-06,10,718720,701.87500000000000000000
112,50,8,512,0.2,1e-05,1e-06,10,738016,720.71875000000000000000
206,50,8,512,0.2,1e-05,1e-06,10,760512,742.68750000000000000000
379,50,8,512,0.2,1e-05,1e-06,10,782000,763.67187500000000000000
695,50,8,512,0.2,1e-05,1e-06,10,846576,826.73437500000000000000
1274,50,8,512,0.2,1e-05,1e-06,10,851552,831.59375000000000000000
2335,50,8,512,0.2,1e-05,1e-06,10,808032,789.09375000000000000000
4281,50,8,512,0.2,1e-05,1e-06,10,834560,815.00000000000000000000
7847,50,8,512,0.2,1e-05,1e-06,10,806304,787.40625000000000000000
14384,50,8,512,0.2,1e-05,1e-06,10,806288,787.39062500000000000000
26366,50,8,512,0.2,1e-05,1e-06,10,842672,822.92187500000000000000
48329,50,8,512,0.2,1e-05,1e-06,10,870560,850.15625000000000000000
88586,50,8,512,0.2,1e-05,1e-06,10,958880,936.40625000000000000000
162377,50,8,512,0.2,1e-05,1e-06,10,1034816,1010.56250000000000000000
297635,50,8,512,0.2,1e-05,1e-06,10,851696,831.73437500000000000000
545559,50,8,512,0.2,1e-05,1e-06,10,845008,825.20312500000000000000
1e+06,50,8,512,0.2,1e-05,1e-06,10,810112,791.12500000000000000000
10,50,16,512,0.2,1e-05,1e-06,10,769584,751.54687500000000000000
18,50,16,512,0.2,1e-05,1e-06,10,774368,756.21875000000000000000
33,50,16,512,0.2,1e-05,1e-06,10,770528,752.46875000000000000000
61,50,16,512,0.2,1e-05,1e-06,10,761552,743.70312500000000000000
112,50,16,512,0.2,1e-05,1e-06,10,726496,709.46875000000000000000
206,50,16,512,0.2,1e-05,1e-06,10,827440,808.04687500000000000000
379,50,16,512,0.2,1e-05,1e-06,10,813680,794.60937500000000000000
695,50,16,512,0.2,1e-05,1e-06,10,864304,844.04687500000000000000
1274,50,16,512,0.2,1e-05,1e-06,10,878752,858.15625000000000000000
2335,50,16,512,0.2,1e-05,1e-06,10,917696,896.18750000000000000000
4281,50,16,512,0.2,1e-05,1e-06,10,912288,890.90625000000000000000
7847,50,16,512,0.2,1e-05,1e-06,10,907136,885.87500000000000000000
14384,50,16,512,0.2,1e-05,1e-06,10,974080,951.25000000000000000000
26366,50,16,512,0.2,1e-05,1e-06,10,919936,898.37500000000000000000
48329,50,16,512,0.2,1e-05,1e-06,10,964384,941.78125000000000000000
88586,50,16,512,0.2,1e-05,1e-06,10,1078112,1052.84375000000000000000
162377,50,16,512,0.2,1e-05,1e-06,10,972816,950.01562500000000000000
297635,50,16,512,0.2,1e-05,1e-06,10,1053616,1028.92187500000000000000
545559,50,16,512,0.2,1e-05,1e-06,10,870352,849.95312500000000000000
1e+06,50,16,512,0.2,1e-05,1e-06,10,874736,854.23437500000000000000
10,50,2,1024,0.2,1e-05,1e-06,10,604368,590.20312500000000000000
18,50,2,1024,0.2,1e-05,1e-06,10,663344,647.79687500000000000000
33,50,2,1024,0.2,1e-05,1e-06,10,653248,637.93750000000000000000
61,50,2,1024,0.2,1e-05,1e-06,10,637520,622.57812500000000000000
112,50,2,1024,0.2,1e-05,1e-06,10,675664,659.82812500000000000000
206,50,2,1024,0.2,1e-05,1e-06,10,747264,729.75000000000000000000
379,50,2,1024,0.2,1e-05,1e-06,10,715120,698.35937500000000000000
695,50,2,1024,0.2,1e-05,1e-06,10,792208,773.64062500000000000000
1274,50,2,1024,0.2,1e-05,1e-06,10,756896,739.15625000000000000000
2335,50,2,1024,0.2,1e-05,1e-06,10,756192,738.46875000000000000000
4281,50,2,1024,0.2,1e-05,1e-06,10,791952,773.39062500000000000000
7847,50,2,1024,0.2,1e-05,1e-06,10,804368,785.51562500000000000000
14384,50,2,1024,0.2,1e-05,1e-06,10,829056,809.62500000000000000000
26366,50,2,1024,0.2,1e-05,1e-06,10,911168,889.81250000000000000000
