nrow,nfeatures,n_blocks,d_block,d_hidden_multiplier,dropout1,dropout2,lr,weight_decay,epochs,rss_kb,rss_mib
100,100,4,512,2,0.2,0.2,1e-05,1e-06,10,814352,795.26562500000000000000
1000,100,4,512,2,0.2,0.2,1e-05,1e-06,10,952368,930.04687500000000000000
5000,100,4,512,2,0.2,0.2,1e-05,1e-06,10,981536,958.53125000000000000000
10000,100,4,512,2,0.2,0.2,1e-05,1e-06,10,976048,953.17187500000000000000
50000,100,4,512,2,0.2,0.2,1e-05,1e-06,10,996064,972.71875000000000000000
1e+05,100,4,512,2,0.2,0.2,1e-05,1e-06,10,1005152,981.59375000000000000000
100,500,4,512,2,0.2,0.2,1e-05,1e-06,10,810624,791.62500000000000000000
1000,500,4,512,2,0.2,0.2,1e-05,1e-06,10,953984,931.62500000000000000000
5000,500,4,512,2,0.2,0.2,1e-05,1e-06,10,994144,970.84375000000000000000
10000,500,4,512,2,0.2,0.2,1e-05,1e-06,10,974064,951.23437500000000000000
50000,500,4,512,2,0.2,0.2,1e-05,1e-06,10,1001024,977.56250000000000000000
1e+05,500,4,512,2,0.2,0.2,1e-05,1e-06,10,990816,967.59375000000000000000
100,1000,4,512,2,0.2,0.2,1e-05,1e-06,10,822112,802.84375000000000000000
1000,1000,4,512,2,0.2,0.2,1e-05,1e-06,10,974848,952.00000000000000000000
5000,1000,4,512,2,0.2,0.2,1e-05,1e-06,10,1000272,976.82812500000000000000
10000,1000,4,512,2,0.2,0.2,1e-05,1e-06,10,1001728,978.25000000000000000000
50000,1000,4,512,2,0.2,0.2,1e-05,1e-06,10,1010304,986.62500000000000000000
1e+05,1000,4,512,2,0.2,0.2,1e-05,1e-06,10,984816,961.73437500000000000000
100,1,4,1024,2,0.2,0.2,1e-05,1e-06,10,1114480,1088.35937500000000000000
1000,1,4,1024,2,0.2,0.2,1e-05,1e-06,10,1268704,1238.96875000000000000000
5000,1,4,1024,2,0.2,0.2,1e-05,1e-06,10,1322304,1291.31250000000000000000
10000,1,4,1024,2,0.2,0.2,1e-05,1e-06,10,1290880,1260.62500000000000000000
50000,1,4,1024,2,0.2,0.2,1e-05,1e-06,10,1366992,1334.95312500000000000000
1e+05,1,4,1024,2,0.2,0.2,1e-05,1e-06,10,1300336,1269.85937500000000000000
100,10,4,1024,2,0.2,0.2,1e-05,1e-06,10,1129152,1102.68750000000000000000
1000,10,4,1024,2,0.2,0.2,1e-05,1e-06,10,1257696,1228.21875000000000000000
5000,10,4,1024,2,0.2,0.2,1e-05,1e-06,10,1265568,1235.90625000000000000000
10000,10,4,1024,2,0.2,0.2,1e-05,1e-06,10,1270752,1240.96875000000000000000
50000,10,4,1024,2,0.2,0.2,1e-05,1e-06,10,1288128,1257.93750000000000000000
1e+05,10,4,1024,2,0.2,0.2,1e-05,1e-06,10,1315840,1285.00000000000000000000
100,50,4,1024,2,0.2,0.2,1e-05,1e-06,10,1210992,1182.60937500000000000000
1000,50,4,1024,2,0.2,0.2,1e-05,1e-06,10,1252176,1222.82812500000000000000
5000,50,4,1024,2,0.2,0.2,1e-05,1e-06,10,1278400,1248.43750000000000000000
10000,50,4,1024,2,0.2,0.2,1e-05,1e-06,10,1287936,1257.75000000000000000000
50000,50,4,1024,2,0.2,0.2,1e-05,1e-06,10,1274000,1244.14062500000000000000
1e+05,50,4,1024,2,0.2,0.2,1e-05,1e-06,10,1296832,1266.43750000000000000000
100,100,4,1024,2,0.2,0.2,1e-05,1e-06,10,1088864,1063.34375000000000000000
1000,100,4,1024,2,0.2,0.2,1e-05,1e-06,10,1326992,1295.89062500000000000000
5000,100,4,1024,2,0.2,0.2,1e-05,1e-06,10,1279312,1249.32812500000000000000
10000,100,4,1024,2,0.2,0.2,1e-05,1e-06,10,1339280,1307.89062500000000000000
50000,100,4,1024,2,0.2,0.2,1e-05,1e-06,10,1293872,1263.54687500000000000000
1e+05,100,4,1024,2,0.2,0.2,1e-05,1e-06,10,1330880,1299.68750000000000000000
100,500,4,1024,2,0.2,0.2,1e-05,1e-06,10,1155472,1128.39062500000000000000
1000,500,4,1024,2,0.2,0.2,1e-05,1e-06,10,1319072,1288.15625000000000000000
5000,500,4,1024,2,0.2,0.2,1e-05,1e-06,10,1319776,1288.84375000000000000000
10000,500,4,1024,2,0.2,0.2,1e-05,1e-06,10,1312704,1281.93750000000000000000
50000,500,4,1024,2,0.2,0.2,1e-05,1e-06,10,1340096,1308.68750000000000000000
1e+05,500,4,1024,2,0.2,0.2,1e-05,1e-06,10,1395728,1363.01562500000000000000
100,1000,4,1024,2,0.2,0.2,1e-05,1e-06,10,1236320,1207.34375000000000000000
1000,1000,4,1024,2,0.2,0.2,1e-05,1e-06,10,1349584,1317.95312500000000000000
5000,1000,4,1024,2,0.2,0.2,1e-05,1e-06,10,1276640,1246.71875000000000000000
10000,1000,4,1024,2,0.2,0.2,1e-05,1e-06,10,1322112,1291.12500000000000000000
50000,1000,4,1024,2,0.2,0.2,1e-05,1e-06,10,1381136,1348.76562500000000000000
1e+05,1000,4,1024,2,0.2,0.2,1e-05,1e-06,10,1392992,1360.34375000000000000000
100,1,4,64,3,0.2,0.2,1e-05,1e-06,10,695056,678.76562500000000000000
1000,1,4,64,3,0.2,0.2,1e-05,1e-06,10,816640,797.50000000000000000000
5000,1,4,64,3,0.2,0.2,1e-05,1e-06,10,826112,806.75000000000000000000
10000,1,4,64,3,0.2,0.2,1e-05,1e-06,10,837040,817.42187500000000000000
50000,1,4,64,3,0.2,0.2,1e-05,1e-06,10,852544,832.56250000000000000000
1e+05,1,4,64,3,0.2,0.2,1e-05,1e-06,10,911664,890.29687500000000000000
100,10,4,64,3,0.2,0.2,1e-05,1e-06,10,736000,718.75000000000000000000
1000,10,4,64,3,0.2,0.2,1e-05,1e-06,10,846192,826.35937500000000000000
5000,10,4,64,3,0.2,0.2,1e-05,1e-06,10,917344,895.84375000000000000000
10000,10,4,64,3,0.2,0.2,1e-05,1e-06,10,916368,894.89062500000000000000
50000,10,4,64,3,0.2,0.2,1e-05,1e-06,10,942928,920.82812500000000000000
1e+05,10,4,64,3,0.2,0.2,1e-05,1e-06,10,954208,931.84375000000000000000
100,50,4,64,3,0.2,0.2,1e-05,1e-06,10,682096,666.10937500000000000000
1000,50,4,64,3,0.2,0.2,1e-05,1e-06,10,861488,841.29687500000000000000
5000,50,4,64,3,0.2,0.2,1e-05,1e-06,10,894928,873.95312500000000000000
10000,50,4,64,3,0.2,0.2,1e-05,1e-06,10,847136,827.28125000000000000000
50000,50,4,64,3,0.2,0.2,1e-05,1e-06,10,896784,875.76562500000000000000
1e+05,50,4,64,3,0.2,0.2,1e-05,1e-06,10,862912,842.68750000000000000000
100,100,4,64,3,0.2,0.2,1e-05,1e-06,10,690272,674.09375000000000000000
1000,100,4,64,3,0.2,0.2,1e-05,1e-06,10,826512,807.14062500000000000000
5000,100,4,64,3,0.2,0.2,1e-05,1e-06,10,841344,821.62500000000000000000
10000,100,4,64,3,0.2,0.2,1e-05,1e-06,10,834816,815.25000000000000000000
50000,100,4,64,3,0.2,0.2,1e-05,1e-06,10,876080,855.54687500000000000000
1e+05,100,4,64,3,0.2,0.2,1e-05,1e-06,10,877936,857.35937500000000000000
100,500,4,64,3,0.2,0.2,1e-05,1e-06,10,695232,678.93750000000000000000
1000,500,4,64,3,0.2,0.2,1e-05,1e-06,10,879088,858.48437500000000000000
5000,500,4,64,3,0.2,0.2,1e-05,1e-06,10,920368,898.79687500000000000000
10000,500,4,64,3,0.2,0.2,1e-05,1e-06,10,952784,930.45312500000000000000
50000,500,4,64,3,0.2,0.2,1e-05,1e-06,10,938800,916.79687500000000000000
1e+05,500,4,64,3,0.2,0.2,1e-05,1e-06,10,926672,904.95312500000000000000
100,1000,4,64,3,0.2,0.2,1e-05,1e-06,10,691776,675.56250000000000000000
1000,1000,4,64,3,0.2,0.2,1e-05,1e-06,10,884064,863.34375000000000000000
5000,1000,4,64,3,0.2,0.2,1e-05,1e-06,10,923776,902.12500000000000000000
10000,1000,4,64,3,0.2,0.2,1e-05,1e-06,10,945264,923.10937500000000000000
50000,1000,4,64,3,0.2,0.2,1e-05,1e-06,10,938688,916.68750000000000000000
1e+05,1000,4,64,3,0.2,0.2,1e-05,1e-06,10,928832,907.06250000000000000000
100,1,4,128,3,0.2,0.2,1e-05,1e-06,10,691920,675.70312500000000000000
1000,1,4,128,3,0.2,0.2,1e-05,1e-06,10,884256,863.53125000000000000000
5000,1,4,128,3,0.2,0.2,1e-05,1e-06,10,926144,904.43750000000000000000
10000,1,4,128,3,0.2,0.2,1e-05,1e-06,10,932288,910.43750000000000000000
50000,1,4,128,3,0.2,0.2,1e-05,1e-06,10,921936,900.32812500000000000000
1e+05,1,4,128,3,0.2,0.2,1e-05,1e-06,10,935360,913.43750000000000000000
100,10,4,128,3,0.2,0.2,1e-05,1e-06,10,693456,677.20312500000000000000
1000,10,4,128,3,0.2,0.2,1e-05,1e-06,10,864704,844.43750000000000000000
5000,10,4,128,3,0.2,0.2,1e-05,1e-06,10,929744,907.95312500000000000000
10000,10,4,128,3,0.2,0.2,1e-05,1e-06,10,918288,896.76562500000000000000
50000,10,4,128,3,0.2,0.2,1e-05,1e-06,10,897808,876.76562500000000000000
1e+05,10,4,128,3,0.2,0.2,1e-05,1e-06,10,899888,878.79687500000000000000
100,50,4,128,3,0.2,0.2,1e-05,1e-06,10,690592,674.40625000000000000000
1000,50,4,128,3,0.2,0.2,1e-05,1e-06,10,875792,855.26562500000000000000
5000,50,4,128,3,0.2,0.2,1e-05,1e-06,10,937520,915.54687500000000000000
10000,50,4,128,3,0.2,0.2,1e-05,1e-06,10,932128,910.28125000000000000000
50000,50,4,128,3,0.2,0.2,1e-05,1e-06,10,921824,900.21875000000000000000
1e+05,50,4,128,3,0.2,0.2,1e-05,1e-06,10,911920,890.54687500000000000000
100,100,4,128,3,0.2,0.2,1e-05,1e-06,10,695584,679.28125000000000000000
1000,100,4,128,3,0.2,0.2,1e-05,1e-06,10,883392,862.68750000000000000000
5000,100,4,128,3,0.2,0.2,1e-05,1e-06,10,917504,896.00000000000000000000
10000,100,4,128,3,0.2,0.2,1e-05,1e-06,10,929312,907.53125000000000000000
50000,100,4,128,3,0.2,0.2,1e-05,1e-06,10,925152,903.46875000000000000000
1e+05,100,4,128,3,0.2,0.2,1e-05,1e-06,10,914384,892.95312500000000000000
100,500,4,128,3,0.2,0.2,1e-05,1e-06,10,700640,684.21875000000000000000
1000,500,4,128,3,0.2,0.2,1e-05,1e-06,10,848720,828.82812500000000000000
5000,500,4,128,3,0.2,0.2,1e-05,1e-06,10,929840,908.04687500000000000000
10000,500,4,128,3,0.2,0.2,1e-05,1e-06,10,933952,912.06250000000000000000
50000,500,4,128,3,0.2,0.2,1e-05,1e-06,10,912320,890.93750000000000000000
1e+05,500,4,128,3,0.2,0.2,1e-05,1e-06,10,925392,903.70312500000000000000
100,1000,4,128,3,0.2,0.2,1e-05,1e-06,10,639104,624.12500000000000000000
1000,1000,4,128,3,0.2,0.2,1e-05,1e-06,10,819712,800.50000000000000000000
5000,1000,4,128,3,0.2,0.2,1e-05,1e-06,10,845328,825.51562500000000000000
10000,1000,4,128,3,0.2,0.2,1e-05,1e-06,10,842944,823.18750000000000000000
50000,1000,4,128,3,0.2,0.2,1e-05,1e-06,10,859520,839.37500000000000000000
1e+05,1000,4,128,3,0.2,0.2,1e-05,1e-06,10,846080,826.25000000000000000000
100,1,4,256,3,0.2,0.2,1e-05,1e-06,10,643872,628.78125000000000000000
1000,1,4,256,3,0.2,0.2,1e-05,1e-06,10,809920,790.93750000000000000000
5000,1,4,256,3,0.2,0.2,1e-05,1e-06,10,903072,881.90625000000000000000
10000,1,4,256,3,0.2,0.2,1e-05,1e-06,10,981376,958.37500000000000000000
50000,1,4,256,3,0.2,0.2,1e-05,1e-06,10,1027760,1003.67187500000000000000
1e+05,1,4,256,3,0.2,0.2,1e-05,1e-06,10,998112,974.71875000000000000000
100,10,4,256,3,0.2,0.2,1e-05,1e-06,10,746240,728.75000000000000000000
1000,10,4,256,3,0.2,0.2,1e-05,1e-06,10,914352,892.92187500000000000000
5000,10,4,256,3,0.2,0.2,1e-05,1e-06,10,933616,911.73437500000000000000
10000,10,4,256,3,0.2,0.2,1e-05,1e-06,10,946560,924.37500000000000000000
50000,10,4,256,3,0.2,0.2,1e-05,1e-06,10,978080,955.15625000000000000000
1e+05,10,4,256,3,0.2,0.2,1e-05,1e-06,10,948096,925.87500000000000000000
100,50,4,256,3,0.2,0.2,1e-05,1e-06,10,730224,713.10937500000000000000
1000,50,4,256,3,0.2,0.2,1e-05,1e-06,10,884304,863.57812500000000000000
5000,50,4,256,3,0.2,0.2,1e-05,1e-06,10,923744,902.09375000000000000000
10000,50,4,256,3,0.2,0.2,1e-05,1e-06,10,908800,887.50000000000000000000
50000,50,4,256,3,0.2,0.2,1e-05,1e-06,10,936464,914.51562500000000000000
1e+05,50,4,256,3,0.2,0.2,1e-05,1e-06,10,911088,889.73437500000000000000
100,100,4,256,3,0.2,0.2,1e-05,1e-06,10,756592,738.85937500000000000000
1000,100,4,256,3,0.2,0.2,1e-05,1e-06,10,911648,890.28125000000000000000
5000,100,4,256,3,0.2,0.2,1e-05,1e-06,10,962000,939.45312500000000000000
10000,100,4,256,3,0.2,0.2,1e-05,1e-06,10,940272,918.23437500000000000000
50000,100,4,256,3,0.2,0.2,1e-05,1e-06,10,946448,924.26562500000000000000
1e+05,100,4,256,3,0.2,0.2,1e-05,1e-06,10,947872,925.65625000000000000000
100,500,4,256,3,0.2,0.2,1e-05,1e-06,10,764592,746.67187500000000000000
1000,500,4,256,3,0.2,0.2,1e-05,1e-06,10,923664,902.01562500000000000000
5000,500,4,256,3,0.2,0.2,1e-05,1e-06,10,950032,927.76562500000000000000
10000,500,4,256,3,0.2,0.2,1e-05,1e-06,10,967392,944.71875000000000000000
50000,500,4,256,3,0.2,0.2,1e-05,1e-06,10,935760,913.82812500000000000000
1e+05,500,4,256,3,0.2,0.2,1e-05,1e-06,10,946384,924.20312500000000000000
100,1000,4,256,3,0.2,0.2,1e-05,1e-06,10,741504,724.12500000000000000000
1000,1000,4,256,3,0.2,0.2,1e-05,1e-06,10,880432,859.79687500000000000000
5000,1000,4,256,3,0.2,0.2,1e-05,1e-06,10,937632,915.65625000000000000000
10000,1000,4,256,3,0.2,0.2,1e-05,1e-06,10,938896,916.89062500000000000000
50000,1000,4,256,3,0.2,0.2,1e-05,1e-06,10,933472,911.59375000000000000000
1e+05,1000,4,256,3,0.2,0.2,1e-05,1e-06,10,959312,936.82812500000000000000
100,1,4,512,3,0.2,0.2,1e-05,1e-06,10,861984,841.78125000000000000000
1000,1,4,512,3,0.2,0.2,1e-05,1e-06,10,1019264,995.37500000000000000000
5000,1,4,512,3,0.2,0.2,1e-05,1e-06,10,1064400,1039.45312500000000000000
10000,1,4,512,3,0.2,0.2,1e-05,1e-06,10,1051536,1026.89062500000000000000
50000,1,4,512,3,0.2,0.2,1e-05,1e-06,10,1077024,1051.78125000000000000000
1e+05,1,4,512,3,0.2,0.2,1e-05,1e-06,10,1027248,1003.17187500000000000000
100,10,4,512,3,0.2,0.2,1e-05,1e-06,10,896224,875.21875000000000000000
1000,10,4,512,3,0.2,0.2,1e-05,1e-06,10,999344,975.92187500000000000000
5000,10,4,512,3,0.2,0.2,1e-05,1e-06,10,1073520,1048.35937500000000000000
10000,10,4,512,3,0.2,0.2,1e-05,1e-06,10,1045056,1020.56250000000000000000
50000,10,4,512,3,0.2,0.2,1e-05,1e-06,10,1072752,1047.60937500000000000000
1e+05,10,4,512,3,0.2,0.2,1e-05,1e-06,10,1090144,1064.59375000000000000000
100,50,4,512,3,0.2,0.2,1e-05,1e-06,10,874656,854.15625000000000000000
1000,50,4,512,3,0.2,0.2,1e-05,1e-06,10,1035360,1011.09375000000000000000
5000,50,4,512,3,0.2,0.2,1e-05,1e-06,10,1022080,998.12500000000000000000
10000,50,4,512,3,0.2,0.2,1e-05,1e-06,10,1024176,1000.17187500000000000000
50000,50,4,512,3,0.2,0.2,1e-05,1e-06,10,1053008,1028.32812500000000000000
1e+05,50,4,512,3,0.2,0.2,1e-05,1e-06,10,1040160,1015.78125000000000000000
100,100,4,512,3,0.2,0.2,1e-05,1e-06,10,854432,834.40625000000000000000
1000,100,4,512,3,0.2,0.2,1e-05,1e-06,10,1064960,1040.00000000000000000000
5000,100,4,512,3,0.2,0.2,1e-05,1e-06,10,1066848,1041.84375000000000000000
10000,100,4,512,3,0.2,0.2,1e-05,1e-06,10,1107360,1081.40625000000000000000
50000,100,4,512,3,0.2,0.2,1e-05,1e-06,10,1072048,1046.92187500000000000000
1e+05,100,4,512,3,0.2,0.2,1e-05,1e-06,10,1066432,1041.43750000000000000000
100,500,4,512,3,0.2,0.2,1e-05,1e-06,10,899792,878.70312500000000000000
1000,500,4,512,3,0.2,0.2,1e-05,1e-06,10,1044256,1019.78125000000000000000
5000,500,4,512,3,0.2,0.2,1e-05,1e-06,10,1004256,980.71875000000000000000
10000,500,4,512,3,0.2,0.2,1e-05,1e-06,10,1028976,1004.85937500000000000000
50000,500,4,512,3,0.2,0.2,1e-05,1e-06,10,1115536,1089.39062500000000000000
1e+05,500,4,512,3,0.2,0.2,1e-05,1e-06,10,1135440,1108.82812500000000000000
100,1000,4,512,3,0.2,0.2,1e-05,1e-06,10,881376,860.71875000000000000000
1000,1000,4,512,3,0.2,0.2,1e-05,1e-06,10,1109168,1083.17187500000000000000
5000,1000,4,512,3,0.2,0.2,1e-05,1e-06,10,1115984,1089.82812500000000000000
10000,1000,4,512,3,0.2,0.2,1e-05,1e-06,10,1083856,1058.45312500000000000000
50000,1000,4,512,3,0.2,0.2,1e-05,1e-06,10,1112576,1086.50000000000000000000
1e+05,1000,4,512,3,0.2,0.2,1e-05,1e-06,10,1107888,1081.92187500000000000000
100,1,4,1024,3,0.2,0.2,1e-05,1e-06,10,1343152,1311.67187500000000000000
1000,1,4,1024,3,0.2,0.2,1e-05,1e-06,10,1481344,1446.62500000000000000000
5000,1,4,1024,3,0.2,0.2,1e-05,1e-06,10,1424624,1391.23437500000000000000
10000,1,4,1024,3,0.2,0.2,1e-05,1e-06,10,1453376,1419.31250000000000000000
50000,1,4,1024,3,0.2,0.2,1e-05,1e-06,10,1502256,1467.04687500000000000000
1e+05,1,4,1024,3,0.2,0.2,1e-05,1e-06,10,1448912,1414.95312500000000000000
100,10,4,1024,3,0.2,0.2,1e-05,1e-06,10,1351776,1320.09375000000000000000
1000,10,4,1024,3,0.2,0.2,1e-05,1e-06,10,1323168,1292.15625000000000000000
5000,10,4,1024,3,0.2,0.2,1e-05,1e-06,10,1428464,1394.98437500000000000000
10000,10,4,1024,3,0.2,0.2,1e-05,1e-06,10,1449120,1415.15625000000000000000
50000,10,4,1024,3,0.2,0.2,1e-05,1e-06,10,1415968,1382.78125000000000000000
1e+05,10,4,1024,3,0.2,0.2,1e-05,1e-06,10,1469536,1435.09375000000000000000
100,50,4,1024,3,0.2,0.2,1e-05,1e-06,10,1193712,1165.73437500000000000000
1000,50,4,1024,3,0.2,0.2,1e-05,1e-06,10,1400848,1368.01562500000000000000
5000,50,4,1024,3,0.2,0.2,1e-05,1e-06,10,1418960,1385.70312500000000000000
10000,50,4,1024,3,0.2,0.2,1e-05,1e-06,10,1443488,1409.65625000000000000000
50000,50,4,1024,3,0.2,0.2,1e-05,1e-06,10,1299744,1269.28125000000000000000
1e+05,50,4,1024,3,0.2,0.2,1e-05,1e-06,10,1464704,1430.37500000000000000000
100,100,4,1024,3,0.2,0.2,1e-05,1e-06,10,1338864,1307.48437500000000000000
1000,100,4,1024,3,0.2,0.2,1e-05,1e-06,10,1477008,1442.39062500000000000000
5000,100,4,1024,3,0.2,0.2,1e-05,1e-06,10,1454208,1420.12500000000000000000
10000,100,4,1024,3,0.2,0.2,1e-05,1e-06,10,1307568,1276.92187500000000000000
50000,100,4,1024,3,0.2,0.2,1e-05,1e-06,10,1321184,1290.21875000000000000000
1e+05,100,4,1024,3,0.2,0.2,1e-05,1e-06,10,1416640,1383.43750000000000000000
100,500,4,1024,3,0.2,0.2,1e-05,1e-06,10,1324784,1293.73437500000000000000
1000,500,4,1024,3,0.2,0.2,1e-05,1e-06,10,1436320,1402.65625000000000000000
5000,500,4,1024,3,0.2,0.2,1e-05,1e-06,10,1439616,1405.87500000000000000000
10000,500,4,1024,3,0.2,0.2,1e-05,1e-06,10,1477328,1442.70312500000000000000
50000,500,4,1024,3,0.2,0.2,1e-05,1e-06,10,1275424,1245.53125000000000000000
1e+05,500,4,1024,3,0.2,0.2,1e-05,1e-06,10,1404112,1371.20312500000000000000
100,1000,4,1024,3,0.2,0.2,1e-05,1e-06,10,1333680,1302.42187500000000000000
1000,1000,4,1024,3,0.2,0.2,1e-05,1e-06,10,1428432,1394.95312500000000000000
5000,1000,4,1024,3,0.2,0.2,1e-05,1e-06,10,1452960,1418.90625000000000000000
10000,1000,4,1024,3,0.2,0.2,1e-05,1e-06,10,1457840,1423.67187500000000000000
50000,1000,4,1024,3,0.2,0.2,1e-05,1e-06,10,1378336,1346.03125000000000000000
1e+05,1000,4,1024,3,0.2,0.2,1e-05,1e-06,10,1314064,1283.26562500000000000000
100,1,4,64,4,0.2,0.2,1e-05,1e-06,10,692304,676.07812500000000000000
1000,1,4,64,4,0.2,0.2,1e-05,1e-06,10,850240,830.31250000000000000000
5000,1,4,64,4,0.2,0.2,1e-05,1e-06,10,876736,856.18750000000000000000
10000,1,4,64,4,0.2,0.2,1e-05,1e-06,10,863568,843.32812500000000000000
50000,1,4,64,4,0.2,0.2,1e-05,1e-06,10,850400,830.46875000000000000000
1e+05,1,4,64,4,0.2,0.2,1e-05,1e-06,10,869248,848.87500000000000000000
100,10,4,64,4,0.2,0.2,1e-05,1e-06,10,693680,677.42187500000000000000
1000,10,4,64,4,0.2,0.2,1e-05,1e-06,10,815152,796.04687500000000000000
5000,10,4,64,4,0.2,0.2,1e-05,1e-06,10,848656,828.76562500000000000000
10000,10,4,64,4,0.2,0.2,1e-05,1e-06,10,897424,876.39062500000000000000
50000,10,4,64,4,0.2,0.2,1e-05,1e-06,10,863664,843.42187500000000000000
1e+05,10,4,64,4,0.2,0.2,1e-05,1e-06,10,863728,843.48437500000000000000
100,50,4,64,4,0.2,0.2,1e-05,1e-06,10,696096,679.78125000000000000000
1000,50,4,64,4,0.2,0.2,1e-05,1e-06,10,831808,812.31250000000000000000
5000,50,4,64,4,0.2,0.2,1e-05,1e-06,10,845728,825.90625000000000000000
10000,50,4,64,4,0.2,0.2,1e-05,1e-06,10,853184,833.18750000000000000000
50000,50,4,64,4,0.2,0.2,1e-05,1e-06,10,858832,838.70312500000000000000
1e+05,50,4,64,4,0.2,0.2,1e-05,1e-06,10,865728,845.43750000000000000000
100,100,4,64,4,0.2,0.2,1e-05,1e-06,10,703616,687.12500000000000000000
1000,100,4,64,4,0.2,0.2,1e-05,1e-06,10,841744,822.01562500000000000000
5000,100,4,64,4,0.2,0.2,1e-05,1e-06,10,906288,885.04687500000000000000
10000,100,4,64,4,0.2,0.2,1e-05,1e-06,10,915552,894.09375000000000000000
50000,100,4,64,4,0.2,0.2,1e-05,1e-06,10,911312,889.95312500000000000000
1e+05,100,4,64,4,0.2,0.2,1e-05,1e-06,10,920048,898.48437500000000000000
100,500,4,64,4,0.2,0.2,1e-05,1e-06,10,700288,683.87500000000000000000
1000,500,4,64,4,0.2,0.2,1e-05,1e-06,10,857888,837.78125000000000000000
5000,500,4,64,4,0.2,0.2,1e-05,1e-06,10,903184,882.01562500000000000000
10000,500,4,64,4,0.2,0.2,1e-05,1e-06,10,850176,830.25000000000000000000
50000,500,4,64,4,0.2,0.2,1e-05,1e-06,10,875424,854.90625000000000000000
1e+05,500,4,64,4,0.2,0.2,1e-05,1e-06,10,894064,873.10937500000000000000
100,1000,4,64,4,0.2,0.2,1e-05,1e-06,10,695408,679.10937500000000000000
1000,1000,4,64,4,0.2,0.2,1e-05,1e-06,10,860432,840.26562500000000000000
5000,1000,4,64,4,0.2,0.2,1e-05,1e-06,10,878400,857.81250000000000000000
10000,1000,4,64,4,0.2,0.2,1e-05,1e-06,10,859296,839.15625000000000000000
50000,1000,4,64,4,0.2,0.2,1e-05,1e-06,10,909072,887.76562500000000000000
1e+05,1000,4,64,4,0.2,0.2,1e-05,1e-06,10,858016,837.90625000000000000000
100,1,4,128,4,0.2,0.2,1e-05,1e-06,10,711424,694.75000000000000000000
1000,1,4,128,4,0.2,0.2,1e-05,1e-06,10,861056,840.87500000000000000000
5000,1,4,128,4,0.2,0.2,1e-05,1e-06,10,859920,839.76562500000000000000
10000,1,4,128,4,0.2,0.2,1e-05,1e-06,10,853648,833.64062500000000000000
50000,1,4,128,4,0.2,0.2,1e-05,1e-06,10,873328,852.85937500000000000000
1e+05,1,4,128,4,0.2,0.2,1e-05,1e-06,10,884448,863.71875000000000000000
100,10,4,128,4,0.2,0.2,1e-05,1e-06,10,694464,678.18750000000000000000
1000,10,4,128,4,0.2,0.2,1e-05,1e-06,10,875136,854.62500000000000000000
5000,10,4,128,4,0.2,0.2,1e-05,1e-06,10,869328,848.95312500000000000000
10000,10,4,128,4,0.2,0.2,1e-05,1e-06,10,874880,854.37500000000000000000
50000,10,4,128,4,0.2,0.2,1e-05,1e-06,10,871632,851.20312500000000000000
1e+05,10,4,128,4,0.2,0.2,1e-05,1e-06,10,866560,846.25000000000000000000
100,50,4,128,4,0.2,0.2,1e-05,1e-06,10,715408,698.64062500000000000000
1000,50,4,128,4,0.2,0.2,1e-05,1e-06,10,876592,856.04687500000000000000
5000,50,4,128,4,0.2,0.2,1e-05,1e-06,10,898256,877.20312500000000000000
10000,50,4,128,4,0.2,0.2,1e-05,1e-06,10,890912,870.03125000000000000000
50000,50,4,128,4,0.2,0.2,1e-05,1e-06,10,896256,875.25000000000000000000
1e+05,50,4,128,4,0.2,0.2,1e-05,1e-06,10,881360,860.70312500000000000000
100,100,4,128,4,0.2,0.2,1e-05,1e-06,10,696000,679.68750000000000000000
1000,100,4,128,4,0.2,0.2,1e-05,1e-06,10,827648,808.25000000000000000000
5000,100,4,128,4,0.2,0.2,1e-05,1e-06,10,898368,877.31250000000000000000
10000,100,4,128,4,0.2,0.2,1e-05,1e-06,10,895952,874.95312500000000000000
50000,100,4,128,4,0.2,0.2,1e-05,1e-06,10,913120,891.71875000000000000000
1e+05,100,4,128,4,0.2,0.2,1e-05,1e-06,10,910448,889.10937500000000000000
100,500,4,128,4,0.2,0.2,1e-05,1e-06,10,703200,686.71875000000000000000
1000,500,4,128,4,0.2,0.2,1e-05,1e-06,10,882112,861.43750000000000000000
5000,500,4,128,4,0.2,0.2,1e-05,1e-06,10,927600,905.85937500000000000000
10000,500,4,128,4,0.2,0.2,1e-05,1e-06,10,898784,877.71875000000000000000
50000,500,4,128,4,0.2,0.2,1e-05,1e-06,10,904448,883.25000000000000000000
1e+05,500,4,128,4,0.2,0.2,1e-05,1e-06,10,883600,862.89062500000000000000
100,1000,4,128,4,0.2,0.2,1e-05,1e-06,10,717408,700.59375000000000000000
1000,1000,4,128,4,0.2,0.2,1e-05,1e-06,10,848768,828.87500000000000000000
5000,1000,4,128,4,0.2,0.2,1e-05,1e-06,10,851904,831.93750000000000000000
10000,1000,4,128,4,0.2,0.2,1e-05,1e-06,10,869776,849.39062500000000000000
50000,1000,4,128,4,0.2,0.2,1e-05,1e-06,10,866400,846.09375000000000000000
1e+05,1000,4,128,4,0.2,0.2,1e-05,1e-06,10,868656,848.29687500000000000000
100,1,4,256,4,0.2,0.2,1e-05,1e-06,10,737040,719.76562500000000000000
1000,1,4,256,4,0.2,0.2,1e-05,1e-06,10,882928,862.23437500000000000000
