task,measure,ce,bacc,logloss,auc,mcc,ranger.mtry.ratio,ranger.replace,ranger.sample.fraction,ranger.num.trees
jm1,mcc,0.17400078660941,0.601402689556781,0.419355303701201,0.761600598423003,0.311241947270859,0.0495036693755537,FALSE,0.978549450822175,1000
jungle_chess_2pcs_raw_endgame_complete,mcc,0.164193693616988,0.750896592928161,0.33939718425419,0.969074341095525,0.710163631722227,0.995720653561875,TRUE,0.110338270803913,1000
kc1,mcc,0.130866621530129,0.651925883497583,0.379624008930041,0.831653273503822,0.403795499491127,0.930389183573425,TRUE,0.590429998049513,1000
kc2,mcc,0.145537010159652,0.715445570689473,0.517132170184716,0.827047302291205,0.520292446289347,0.560840091668069,TRUE,0.421527532697655,1000
kr-vs-kp,mcc,0.00281641849529781,0.997164108315876,0.0291380712199514,0.999291220268752,0.994377169942378,0.883321217028424,FALSE,0.925791342253797,1000
madelon,mcc,0.126538461538462,0.873461538461539,0.378340128507992,0.933988165680473,0.747438776640497,0.25063799507916,FALSE,0.998112781182863,1000
mfeat-factors,mcc,0.027,0.973,0.216121427151965,0.999638888888889,0.970142263787865,0.0586936001200229,FALSE,0.877134833554737,1000
mfeat-fourier,mcc,0.1505,0.8495,0.46997107624215,0.987755555555556,0.833399186929205,0.301933905575424,FALSE,0.962259705015458,1000
mfeat-karhunen,mcc,0.0315,0.9685,0.453712837959306,0.999694444444444,0.965151893528593,0.0829396012704819,FALSE,0.997835503634997,1000
mfeat-morphological,mcc,0.278,0.722,0.660961991040177,0.969438888888889,0.69544563112969,0.310615814523771,FALSE,0.954856145964004,1000
mfeat-pixel,mcc,0.0185,0.9815,0.262944441485376,0.999872222222222,0.979531464210409,0.0194876028690487,FALSE,0.881680157338269,1000
mfeat-zernike,mcc,0.2125,0.7875,0.983857829384589,0.977416666666667,0.764419118047426,0.0478073453996331,FALSE,0.95881260689348,1000
mnist_784,mcc,0.025,0.974819601176006,0.200347910548503,0.999781717850395,0.972218288283908,0.0654773558489978,FALSE,0.988812270248309,1000
nomao,mcc,0.0287247686170871,0.963402376159821,0.0811026840495047,0.995484772527318,0.929468011063231,0.0771100409328938,FALSE,0.986891861399636,1000
numerai28.6,mcc,0.479246262458472,0.520186520169245,0.692202471354466,0.526771690281093,0.040616454364431,0.46772027015686,TRUE,0.130904642562382,1000
optdigits,mcc,0.0131672597864769,0.986843666768803,0.160046401254523,0.999890789049074,0.985399119154811,0.183426352916285,FALSE,0.959880369785242,1000
ozone-level-8hr,mcc,0.0552457128629672,0.62370348455838,0.169365927382347,0.901212747757331,0.391344470155989,0.537235280498862,FALSE,0.922258102893829,1000
pc1,mcc,0.0558968058968059,0.633699189160354,0.18355154492894,0.862656033287101,0.434467358573627,0.281031034886837,FALSE,0.948729258263484,1000
pc3,mcc,0.0921239588437041,0.63029571935157,0.326772366602652,0.845954122340426,0.370981455096807,0.311040290864185,FALSE,0.972453447710723,1000
pc4,mcc,0.0857203589985829,0.762686376633987,0.210916144085349,0.944711243872549,0.571868004735902,0.549443916417658,FALSE,0.968837230862118,1000
pendigits,mcc,0.00627669782446853,0.993768983574605,0.0669784969901096,0.999918094663633,0.9930322390532,0.213866287376732,FALSE,0.987942803488113,1000
phoneme,mcc,0.0827113712603546,0.897073611361541,0.232750979146774,0.966714632303036,0.799637329810464,0.267943680752069,FALSE,0.780806425120682,1000
qsar-biodeg,mcc,0.12607367475292,0.849768806073154,0.342631888258379,0.931116796477045,0.715999610942009,0.882586577907205,TRUE,0.910395428771153,1000
riccardo,mcc,0.0038,0.997466666666667,0.115352276550898,0.997503066666667,0.989976011525228,0.000981119927018881,TRUE,0.532781924679875,1000
robert,mcc,0.5161,0.484599477541411,1.64464816656684,0.910319110102395,0.427300429876123,0.0247146480251104,FALSE,0.956808194820769,1000
satimage,mcc,0.0746500777604977,0.902500066038155,0.238191886893942,0.993829243976119,0.908059547245673,0.255811484064907,FALSE,0.961679508630186,1000
segment,mcc,0.0554112554112554,0.944588744588745,0.167768340920395,0.996720451265906,0.935521896075463,0.225393096916378,FALSE,0.991129309078678,1000
semeion,mcc,0.0451926100628931,0.954730392156863,0.522199587977573,0.99917956835512,0.950097729378729,0.0288192597217858,FALSE,0.928013076959178,1000
shuttle,mcc,5.17241379310345e-05,0.982854009337887,0.000867400363120207,0.999998931110042,0.999854546970898,0.325184921501204,FALSE,0.942646726965904,1000
sick,mcc,0.00848385331143952,0.952975313190862,0.0289951668395238,0.997211252036908,0.925605131446462,0.720300053246319,FALSE,0.857805235707201,1000
spambase,mcc,0.0434650570593228,0.951308700298384,0.159659132969176,0.988108856472708,0.909029547800441,0.0361527071800083,FALSE,0.866489362227731,1000
splice,mcc,0.0363636363636364,0.958004439722892,0.274813513659336,0.996229494917885,0.940949333080754,0.0752922522369772,FALSE,0.985181566118263,1000
steel-plates-fault,mcc,0.188054454136928,0.815553889829308,0.53248430023118,0.980811891168769,0.757245798278127,0.366703805048019,FALSE,0.822653270955198,1000
sylvine,mcc,0.0491799159356725,0.950817728599222,0.142585895971617,0.984852846494445,0.903048496843306,0.582571579143405,FALSE,0.975034786597826,1000
tic-tac-toe,mcc,0.0167434210526316,0.975891265597148,0.147813950604607,0.999952561669829,0.963499748644833,0.523083236766979,FALSE,0.86209967341274,1000
vehicle,mcc,0.230588235294118,0.772104978354978,0.481244807324604,0.93597024175288,0.694365219270869,0.767643911531195,FALSE,0.828296604147181,1000
volkert,mcc,0.292196878751501,0.616648791694383,0.888723383603305,0.964688860405458,0.654188124040109,0.384458030341193,FALSE,0.990144810336642,1000
wall-robot-navigation,mcc,0.00293141109654871,0.994762113782917,0.0131734272332222,0.999964194564335,0.995588171411252,0.462208474054933,FALSE,0.802016780595295,1000
wdbc,mcc,0.0298558897243108,0.968430735930736,0.159632887173152,0.990247371675943,0.937746821422434,0.174485880415887,FALSE,0.939082235260867,1000
wilt,mcc,0.0140508700785381,0.912977486607961,0.0491223577235534,0.991003420665495,0.857860372663767,0.975051077548414,TRUE,0.623906878847629,1000
